,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,23,HOU,NBA,SG,80,2310,8%,70%,22%,,,-0.8,+1.7,67,24,69,7,46,3,485,9,37
2006-07,24,HOU,NBA,SG,80,2211,26%,74%,,,,+1.4,-9.7,80,21,69,9,35,2,443,8,40
2007-08,25,HOU,NBA,SG,73,1379,4%,90%,6%,,,+5.2,-0.6,46,9,35,6,28,1,308,4,41
2008-09,26,TOT,NBA,PG-SG,32,498,38%,58%,4%,,,-7.9,-10.8,17,3,21,0,11,0,131,2,5
2008-09,26,HOU,NBA,PG,22,322,24%,69%,7%,,,-8.5,-14.1,11,2,9,0,7,0,82,2,4
2008-09,26,MIA,NBA,SG,10,176,62%,38%,,,,-6.8,-7.2,6,1,12,0,4,0,49,0,1
2009-10,27,IND,NBA,SG,47,813,,99%,1%,,,+0.7,+4.9,25,17,25,1,24,3,167,5,12
2010-11,28,SAC,NBA,PG,36,586,89%,11%,,,,-8.1,-2.7,19,7,29,1,18,6,152,2,11
Career,,,NBA,,348,7797,19%,73%,8%,,,0.0,-2.7,254,81,248,24,162,15,1686,30,146
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,HOU,NBA,,255,6222,14%,76%,10%,,,+0.9,-3.7,204,56,182,22,116,6,1318,23,122
1 season,,IND,NBA,,47,813,,99%,1%,,,+0.7,+4.9,25,17,25,1,24,3,167,5,12
1 season,,SAC,NBA,,36,586,89%,11%,,,,-8.1,-2.7,19,7,29,1,18,6,152,2,11
1 season,,MIA,NBA,,10,176,62%,38%,,,,-6.8,-7.2,6,1,12,0,4,0,49,0,1
