,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,HOU,NBA,SG,80,2310,.403,16.5,.503,.233,.059,.056,.156,.497,.445,.558,.378,.314,.347,.361,.390,.005,3,.814,.361,.434,1,0
2006-07,24,HOU,NBA,SG,80,2211,.437,18.1,.427,.201,.033,.047,.146,.573,.431,.553,.348,.364,.304,.441,.488,.006,4,.768,.299,.483,3,0
2007-08,25,HOU,NBA,SG,73,1379,.432,15.9,.528,.308,.025,.027,.168,.472,.504,.551,.333,.154,.500,.351,.433,.002,1,.734,.120,.333,1,0
2008-09,26,TOT,NBA,PG-SG,32,498,.382,15.1,.625,.257,.097,.083,.188,.375,.389,.541,.286,.250,.296,.370,.486,.000,0,.750,.296,.375,1,0
2008-09,26,HOU,NBA,PG,22,322,.386,15.0,.624,.267,.079,.079,.198,.376,.397,.556,.250,.375,.250,.368,.560,.000,0,.786,.237,.333,0,0
2008-09,26,MIA,NBA,SG,10,176,.372,15.4,.628,.233,.140,.093,.163,.372,.370,.500,.333,.000,.429,.375,.300,.000,0,.667,.438,.429,1,0
2009-10,27,IND,NBA,SG,47,813,.437,15.5,.662,.254,.064,.058,.286,.338,.481,.633,.450,.333,.382,.352,.404,.003,1,.784,.238,.480,0,0
2010-11,28,SAC,NBA,PG,36,586,.415,16.3,.610,.146,.183,.037,.244,.390,.430,.667,.367,.333,.350,.391,.372,.006,1,.800,.203,.462,0,0
Career,,,NBA,,348,7797,.423,16.6,.521,.237,.056,.048,.180,.479,.454,.569,.368,.308,.369,.388,.429,.004,10,.776,.270,.446,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,HOU,NBA,,255,6222,.422,16.9,.488,.242,.042,.047,.157,.512,.453,.554,.350,.315,.367,.392,.443,.004,8,.775,.275,.442,5,0
1 season,,IND,NBA,,47,813,.437,15.5,.662,.254,.064,.058,.286,.338,.481,.633,.450,.333,.382,.352,.404,.003,1,.784,.238,.480,0,0
1 season,,SAC,NBA,,36,586,.415,16.3,.610,.146,.183,.037,.244,.390,.430,.667,.367,.333,.350,.391,.372,.006,1,.800,.203,.462,0,0
1 season,,MIA,NBA,,10,176,.372,15.4,.628,.233,.140,.093,.163,.372,.370,.500,.333,.000,.429,.375,.300,.000,0,.667,.438,.429,1,0
