,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,22,BOS,NBA,PG,58,1141,.472,10.0,.865,.449,.131,.075,.210,.135,.494,.575,.429,.500,.357,.333,.430,.004,1,.750,.250,.444,2,0
2001-02,23,TOT,NBA,PG-SG,69,790,.383,11.6,.808,.393,.070,.089,.257,.192,.399,.500,.267,.263,.327,.317,.435,.009,2,.923,.537,.409,1,0
2001-02,23,BOS,NBA,PG,41,518,.385,13.6,.748,.311,.081,.067,.289,.252,.396,.571,.273,.111,.308,.353,.375,.007,1,.917,.500,.471,1,0
2001-02,23,PHO,NBA,SG,28,272,.380,8.1,.911,.532,.051,.127,.203,.089,.403,.429,.250,.400,.375,.143,.517,.013,1,1.000,.714,.200,0,0
2002-03,24,CLE,NBA,PG,80,1976,.418,11.3,.905,.361,.070,.147,.327,.095,.439,.536,.296,.351,.402,.216,.636,.000,0,.750,.297,.364,2,0
2003-04,25,TOR,NBA,PG,59,1211,.349,9.8,.913,.436,.067,.151,.258,.087,.368,.462,.150,.244,.338,.154,.440,.010,3,1.000,.462,.250,1,0
2004-05,26,TOR,NBA,PG,80,1533,.446,9.0,.969,.469,.056,.158,.286,.031,.455,.505,.182,.403,.455,.167,.410,.003,1,.500,.000,,2,0
2005-06,27,UTA,NBA,PG,71,1376,.424,7.8,.960,.548,.072,.074,.266,.040,.439,.520,.276,.367,.336,.063,.465,.005,2,.000,.125,.000,3,0
Career,,,NBA,,417,8027,.418,9.7,.914,.448,.075,.119,.272,.086,.435,.516,.284,.352,.378,.238,.476,.005,9,.800,.333,.357,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,139,2744,.404,9.3,.945,.455,.061,.155,.274,.055,.419,.487,.167,.336,.407,.158,.421,.006,4,.833,.316,.250,3,0
2 seasons,,BOS,NBA,,99,1659,.443,11.3,.826,.403,.114,.072,.236,.174,.464,.574,.391,.379,.337,.343,.416,.005,2,.833,.371,.462,3,0
1 season,,CLE,NBA,,80,1976,.418,11.3,.905,.361,.070,.147,.327,.095,.439,.536,.296,.351,.402,.216,.636,.000,0,.750,.297,.364,2,0
1 season,,UTA,NBA,,71,1376,.424,7.8,.960,.548,.072,.074,.266,.040,.439,.520,.276,.367,.336,.063,.465,.005,2,.000,.125,.000,3,0
1 season,,PHO,NBA,,28,272,.380,8.1,.911,.532,.051,.127,.203,.089,.403,.429,.250,.400,.375,.143,.517,.013,1,1.000,.714,.200,0,0
