,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,21,ATL,NBA,SF,7,199,,1%,87%,12%,,-28.6,-35.5,6,5,9,1,14,0,10,1,3
2008-09,22,ATL,NBA,SF,6,97,,,83%,17%,,-13.7,-5.7,0,3,2,3,6,1,13,1,4
2009-10,23,ATL,NBA,SF,11,345,,1%,84%,16%,,-10.6,-6.3,2,1,7,1,16,1,19,4,11
2010-11,24,ATL,NBA,SF,12,216,,1%,88%,11%,,-7.9,-4.7,1,7,5,3,3,0,14,0,8
2011-12,25,ATL,NBA,SF,6,145,,,67%,32%,1%,-5.0,0.0,1,1,3,0,2,1,10,0,4
2015-16,29,CHO,NBA,PF,7,228,,,52%,48%,,-14.5,-12.5,0,2,7,0,0,3,14,0,6
Career,,,NBA,,49,1230,,1%,77%,22%,,-13.4,-11.1,10,19,33,8,41,6,80,6,36
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,ATL,NBA,,42,1002,,1%,83%,16%,,-13.1,-10.8,10,17,26,8,41,3,66,6,30
1 season,,CHO,NBA,,7,228,,,52%,48%,,-14.5,-12.5,0,2,7,0,0,3,14,0,6
