,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,21,DEN,NBA,SG,4,47,1%,90%,9%,,,-36.4,-37.3,1,2,2,0,3,0,4,1,2
2007-08,22,DEN,NBA,SG,4,108,,94%,6%,,,-6.6,+15.9,2,1,9,1,11,1,15,4,1
2008-09,23,DEN,NBA,SG,16,435,,89%,11%,,,+9.2,-0.6,17,3,25,5,13,4,100,3,5
2009-10,24,DEN,NBA,SG,6,159,,80%,20%,,,-6.4,-10.5,0,1,8,5,6,1,23,2,1
2010-11,25,DEN,NBA,SF,5,76,,74%,26%,1%,,-11.1,-8.0,5,3,6,0,5,0,11,2,4
2011-12,26,NYK,NBA,SG,5,175,5%,95%,,,,-14.8,+6.2,5,6,10,0,2,1,27,0,4
2012-13,27,NYK,NBA,SG,11,351,,20%,79%,1%,,+5.2,+5.0,6,8,9,4,18,3,35,6,6
2014-15,29,CLE,NBA,SG,18,560,1%,51%,47%,1%,,+2.7,-3.1,6,8,27,0,8,2,47,1,6
2015-16,30,CLE,NBA,SG,21,730,,78%,21%,1%,,+12.5,+9.6,1,8,29,2,6,5,71,1,8
2016-17,31,CLE,NBA,SG,18,487,,92%,8%,,,+10.2,+3.9,6,2,22,3,0,4,30,1,0
2017-18,32,CLE,NBA,SG,22,706,17%,83%,1%,,,-0.6,+3.5,13,2,23,3,6,10,57,2,2
Career,,,NBA,,130,3834,4%,74%,22%,,,+3.7,+2.6,62,44,170,23,78,31,420,23,39
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CLE,NBA,,79,2483,5%,76%,18%,,,+6.1,+3.9,26,20,101,8,20,21,205,5,16
5 seasons,,DEN,NBA,,35,825,,87%,13%,,,-0.3,-3.1,25,10,50,11,38,6,153,12,13
2 seasons,,NYK,NBA,,16,526,2%,45%,53%,1%,,-1.4,+5.4,11,14,19,4,20,4,62,6,10
