,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,19,NOH,NBA,SG,76,1859,1%,97%,3%,,,-12.0,-6.9,56,39,70,8,73,0,318,20,39
2005-06,20,NOK,NBA,SG,55,989,,92%,8%,,,-6.6,-4.7,24,12,34,11,45,6,121,13,22
2006-07,21,DEN,NBA,SG,63,1471,4%,81%,15%,,,+2.9,+1.7,28,24,70,16,60,10,195,15,27
2007-08,22,DEN,NBA,SG,74,1421,3%,82%,15%,,,+5.9,+3.8,39,38,71,16,85,8,299,23,31
2008-09,23,DEN,NBA,SG,81,2245,2%,85%,13%,,,+7.0,+7.9,66,54,102,18,106,12,498,15,48
2009-10,24,DEN,NBA,SG,75,2082,,56%,43%,1%,,+6.4,+4.6,73,39,87,19,72,15,403,23,31
2010-11,25,DEN,NBA,SF,79,1968,3%,46%,50%,2%,,+6.4,+2.5,53,26,90,14,89,15,412,20,35
2011-12,26,NYK,NBA,SG,35,967,1%,60%,39%,,,+5.2,+2.6,24,13,49,5,23,8,213,5,10
2012-13,27,NYK,NBA,SG,80,2678,,53%,45%,2%,,+5.4,+2.9,54,49,105,21,121,9,539,28,46
2013-14,28,NYK,NBA,SF,74,2421,,24%,72%,5%,,-0.9,+0.4,52,39,98,13,55,13,527,13,18
2014-15,29,TOT,NBA,SG,70,2080,,59%,41%,,,+3.3,+8.3,59,27,72,7,26,4,456,6,16
2014-15,29,NYK,NBA,SG,24,619,,37%,63%,,,-8.4,+2.1,25,15,16,3,13,2,183,3,5
2014-15,29,CLE,NBA,SG,46,1461,,68%,32%,,,+8.2,+5.7,34,12,56,4,13,2,273,3,11
2015-16,30,CLE,NBA,SG,77,2362,1%,77%,22%,,,+6.7,+0.4,26,21,99,8,26,14,314,3,20
2016-17,31,CLE,NBA,SG,41,1187,1%,74%,25%,1%,,+3.6,+0.4,15,6,40,4,4,10,143,1,5
2017-18,32,CLE,NBA,SG,80,2244,11%,79%,10%,,,-2.3,-7.6,54,18,70,4,16,10,345,5,7
2018-19,33,CLE,NBA,SG,11,222,,41%,46%,12%,,-3.3,+7.2,9,1,7,0,5,1,46,1,0
Career,,,NBA,,971,26196,2%,66%,31%,1%,,+2.4,+1.4,632,406,1064,164,806,135,4829,191,355
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DEN,NBA,,372,9187,2%,69%,28%,1%,,+5.9,+4.4,259,181,420,83,412,60,1807,96,172
5 seasons,,CLE,NBA,,255,7476,4%,74%,21%,1%,,+3.5,-0.8,138,58,272,20,64,37,1121,13,43
4 seasons,,NYK,NBA,,213,6685,,42%,55%,3%,,+1.8,+1.8,155,116,268,42,212,32,1462,49,79
2 seasons,,"NOH,NOK",NBA,,131,2848,,95%,4%,,,-10.1,-6.1,80,51,104,19,118,6,439,33,61
