,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,22,NOH,NBA,SG,73,1872,9%,86%,5%,,,-2.7,+0.6,26,31,57,14,83,7,247,21,46
2010-11,23,TOT,NBA,SG,73,1775,10%,72%,18%,,,-3.8,-1.5,34,40,46,16,62,7,289,12,53
2010-11,23,NOH,NBA,SG,46,745,,59%,41%,,,+1.7,+1.2,7,16,16,9,23,3,94,4,25
2010-11,23,SAC,NBA,SG,27,1030,18%,82%,1%,,,-7.5,-2.3,27,24,30,7,39,4,195,8,28
2011-12,24,SAC,NBA,SG,51,1780,34%,65%,1%,,,-5.4,+1.5,39,24,40,18,73,1,215,14,33
2012-13,25,SAC,NBA,SG,72,1726,6%,83%,11%,,,-9.3,-6.9,29,28,49,5,54,3,203,14,29
2013-14,26,TOT,NBA,SG,72,1741,1%,93%,6%,,,+0.1,+2.6,41,18,37,5,41,4,173,7,19
2013-14,26,SAC,NBA,SG,46,1121,,95%,5%,,,+0.1,+4.5,27,6,22,3,21,3,104,6,13
2013-14,26,BRK,NBA,SG,26,620,1%,90%,9%,,,0.0,+0.9,14,12,15,2,20,1,69,1,6
2014-15,27,TOT,NBA,SG,48,721,13%,76%,11%,,,-2.2,-1.9,12,10,15,2,16,5,77,3,24
2014-15,27,BOS,NBA,SG,39,640,9%,78%,12%,,,-0.8,-1.0,11,7,13,2,14,4,73,2,23
2014-15,27,PHO,NBA,SG,9,81,40%,60%,,,,-14.1,-13.3,1,3,2,0,2,1,4,1,1
2015-16,28,TOT,NBA,SG,61,1109,3%,86%,11%,,,+0.2,+0.5,22,20,42,5,29,3,195,7,21
2015-16,28,HOU,NBA,SG,47,885,2%,86%,12%,,,-0.9,-1.2,21,13,34,3,18,2,155,2,15
2015-16,28,WAS,NBA,SG,14,224,9%,86%,6%,,,+4.4,+5.1,1,7,8,2,11,1,40,5,6
2016-17,29,WAS,NBA,SG,33,575,18%,80%,2%,,,-13.2,-17.3,7,10,14,6,9,1,87,4,10
Career,,,NBA,,483,11299,11%,80%,8%,,,-4.1,-1.5,210,181,300,71,367,31,1486,82,235
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAC,NBA,,196,5657,16%,80%,5%,,,-5.9,-1.2,122,82,141,33,187,11,717,42,103
2 seasons,,NOH,NBA,,119,2617,6%,79%,15%,,,-1.4,+0.7,33,47,73,23,106,10,341,25,71
1 season,,HOU,NBA,,47,885,2%,86%,12%,,,-0.9,-1.2,21,13,34,3,18,2,155,2,15
2 seasons,,WAS,NBA,,47,799,15%,82%,3%,,,-8.2,-11.0,8,17,22,8,20,2,127,9,16
1 season,,BOS,NBA,,39,640,9%,78%,12%,,,-0.8,-1.0,11,7,13,2,14,4,73,2,23
1 season,,BRK,NBA,,26,620,1%,90%,9%,,,0.0,+0.9,14,12,15,2,20,1,69,1,6
1 season,,PHO,NBA,,9,81,40%,60%,,,,-14.1,-13.3,1,3,2,0,2,1,4,1,1
