,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,24,WSC,BAA,,11,,7,,,,,29
1947-48,25,WSC,BAA,,10,,9,,,,,26
1948-49,26,WSC,BAA,,9,,10,12,,,,21
1949-50,27,WSC,NBA,,13,,10,11,,,,30
1950-51,28,TOT,NBA,,10,,11,,,,,24
1950-51,28,WSC,NBA,,9,,11,,,,,24
1950-51,28,SYR,NBA,,10,,7,11,,,,21
1951-52,29,BLB,NBA,,11,,13,15,,,,29
1952-53,30,TOT,NBA,,11,,11,12,,,,26
1952-53,30,BLB,NBA,,11,,11,12,,,,26
1952-53,30,FTW,NBA,,11,,10,11,,,5,26
1953-54,31,FTW,NBA,,8,,8,,,,,22
1954-55,32,BOS,NBA,,5,,5,,,,5,15
Career,,,TOT,,13,,13,,,,,30
,,,NBA,,13,,13,,,,,30
,,,BAA,,11,,10,,,,,29
,,,,,,,,,,,,
5 Seasons,,WSC,BAA,,13,,11,,,,,30
2 Seasons,,BLB,NBA,,11,,13,15,,,,29
2 Seasons,,FTW,NBA,,11,,10,,,,,26
1 Season,,BOS,NBA,,5,,5,,,,5,15
1 Season,,SYR,NBA,,10,,7,11,,,,21
