Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24,WSC,BAA,PG,6,NA,NA,3.7,15.8,0.232,4.5,5.7,0.794,NA,0.8,2.8,11.8
1948-49,26,WSC,BAA,PG,9,NA,NA,3,11.1,0.27,3.1,4.4,0.7,NA,1.8,2.7,9.1
1949-50,27,WSC,NBA,PG,2,NA,NA,6.5,13.5,0.481,5.5,5.5,1,NA,1.5,3,18.5
1950-51,28,SYR,NBA,PG,7,NA,NA,4.7,13.3,0.355,3.1,3.9,0.815,5.9,2.3,3.3,12.6
1952-53,30,FTW,NBA,PG,8,NA,33.5,3.6,11.3,0.322,6.1,7.6,0.803,3.1,2.6,3.9,13.4
1953-54,31,FTW,NBA,PG,4,NA,15,1.5,6,0.25,0,0,NA,1.8,1.5,2,3
1954-55,32,BOS,NBA,PG,5,NA,5.8,0.8,3,0.267,0.8,1,0.8,1,0.6,1.4,2.4
Career,NA,,TOT,,41,NA,21,3.3,10.8,0.302,3.4,4.3,0.792,3.3,1.7,2.8,10
,NA,,NBA,,26,NA,21,3.3,9.6,0.341,3.3,4,0.827,3.3,1.9,2.9,9.8
,NA,,BAA,,15,NA,NA,3.3,13,0.251,3.7,4.9,0.743,NA,1.4,2.7,10.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WSC,BAA,,17,NA,NA,3.6,13.1,0.279,3.9,5,0.776,NA,1.4,2.8,11.2
2 seasons,NA,FTW,NBA,,12,NA,27.3,2.9,9.5,0.307,4.1,5.1,0.803,2.7,2.3,3.3,9.9
1 season,NA,SYR,NBA,,7,NA,NA,4.7,13.3,0.355,3.1,3.9,0.815,5.9,2.3,3.3,12.6
1 season,NA,BOS,NBA,,5,NA,5.8,0.8,3,0.267,0.8,1,0.8,1,0.6,1.4,2.4
