,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,34,MIN,NBA,C,70,831,.481,7.3,1.000,.359,.256,.308,.077,.000,.481,.643,.375,.396,.417,,.720,.115,16,,,,0,0
2001-02,35,TOT,NBA,C,34,183,.327,9.4,1.000,.273,.255,.309,.164,.000,.327,.533,.286,.235,.222,,.611,.091,5,,,,0,0
2001-02,35,MIN,NBA,C,29,152,.350,9.4,1.000,.250,.275,.325,.150,.000,.350,.600,.364,.231,.167,,.643,.100,4,,,,0,0
2001-02,35,GSW,NBA,C,5,31,.267,9.4,1.000,.333,.200,.267,.200,.000,.267,.400,.000,.250,.333,,.500,.067,1,,,,0,0
Career,,,NBA,,104,1014,.441,7.9,1.000,.336,.256,.308,.100,.000,.441,.620,.352,.354,.333,,.699,.109,21,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIN,NBA,,99,983,.454,7.7,1.000,.337,.260,.311,.092,.000,.454,.636,.373,.361,.333,,.708,.112,20,,,,0,0
1 season,,GSW,NBA,,5,31,.267,9.4,1.000,.333,.200,.267,.200,.000,.267,.400,.000,.250,.333,,.500,.067,1,,,,0,0
