Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1993-94,22,WSB,NBA,C,54,2,650,9.9,18.1,0.545,0,0,NA,9.9,18.1,0.545,3.7,5.5,0.676,5.1,9.7,14.8,1.4,2.2,3.7,4.2,9.2,23.4,NA,105,106
1994-95,23,WSB,NBA,C,73,58,1720,8.9,16,0.56,0,0,NA,8.9,16,0.56,3.7,5.2,0.709,5.3,9.1,14.4,1.1,1.4,3.8,3.4,7.6,21.6,NA,110,107
1995-96,24,WSB,NBA,C,76,76,2242,10.6,18.2,0.584,0,0,0,10.6,18.2,0.585,3.9,6.3,0.619,5.7,11,16.6,1.3,1.2,3.9,3.3,6.8,25.2,NA,114,102
1996-97,25,WSB,NBA,C,73,69,1849,9.2,15.2,0.604,0,0,NA,9.2,15.2,0.604,3.5,5.6,0.618,4,9.6,13.5,0.8,1.2,2.7,3.3,6.5,21.8,NA,111,102
1998-99,27,NJN,NBA,C,1,0,1,0,52.5,0,0,0,NA,0,52.5,0,0,0,NA,0,0,0,0,0,0,52.5,0,0,NA,0,114
1999-00,28,NJN,NBA,C,30,2,267,8,17.5,0.456,0,0,NA,8,17.5,0.456,4.5,7.4,0.605,4.7,8.6,13.2,1.7,0,2.3,3.1,10.1,20.4,NA,99,107
Career,NA,,NBA,,307,207,6729,9.6,16.8,0.573,0,0,0,9.6,16.8,0.574,3.7,5.8,0.644,5,9.9,14.9,1.1,1.3,3.5,3.4,7.3,23,NA,111,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,WSB,NBA,,276,205,6461,9.7,16.8,0.579,0,0,0,9.7,16.7,0.579,3.7,5.7,0.646,5,9.9,15,1.1,1.4,3.5,3.4,7.2,23.1,NA,111,104
2 seasons,NA,NJN,NBA,,31,2,268,7.9,17.6,0.451,0,0,NA,7.9,17.6,0.451,4.5,7.4,0.605,4.6,8.5,13.2,1.7,0,2.3,3.3,10.1,20.3,NA,97,107
