,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2010-11,24,TOT,NBA,8:21,2,4,1,2,1,2,0,0,0,1,1,1,2,0,1,2,5,4.2
2010-11,24,DAL,NBA,8:21,2,4,1,2,1,2,0,0,0,1,1,1,2,0,1,2,5,4.2
2011-12,25,DEN,NBA,22:51,8,12,2,5,6,9,3,5,2,3,3,2,3,1,1,3,18,17.8
2012-13,26,DEN,NBA,30:04,6,16,3,11,5,9,5,8,2,2,3,3,3,1,3,5,19,11.7
2014-15,28,TOT,NBA,32:20,9,15,3,5,8,12,6,7,3,7,10,3,3,1,3,5,22,15.1
2014-15,28,HOU,NBA,32:20,9,15,3,5,8,12,6,7,3,7,10,3,3,1,3,5,22,15.1
2015-16,29,HOU,NBA,28:16,4,10,1,4,4,7,2,2,2,4,5,6,0,1,3,4,10,5.9
2017-18,31,TOT,NBA,33:38,4,8,1,3,3,5,2,2,2,4,6,2,3,1,1,4,11,11.6
2017-18,31,OKC,NBA,33:38,4,8,1,3,3,5,2,2,2,4,6,2,3,1,1,4,11,11.6
Career,,,,33:38,9,16,3,11,8,12,6,8,3,7,10,6,3,1,3,5,22,17.8
2 Seasons,,HOU,NBA,32:20,9,15,3,5,8,12,6,7,3,7,10,6,3,1,3,5,22,15.1
2 Seasons,,DEN,NBA,30:04,8,16,3,11,6,9,5,8,2,3,3,3,3,1,3,5,19,17.8
1 Season,,DAL,NBA,8:21,2,4,1,2,1,2,0,0,0,1,1,1,2,0,1,2,5,4.2
1 Season,,OKC,NBA,33:38,4,8,1,3,3,5,2,2,2,4,6,2,3,1,1,4,11,11.6
