,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1961-62,22,CHP,NBA,,21,,17,25,,,,,,,,48
1962-63,23,CHZ,NBA,,20,,17,,,,,,,,,46
1963-64,24,BAL,NBA,,22,,17,23,,,,,,,,48
1964-65,25,BAL,NBA,,19,,14,20,,,,,,,,41
1965-66,26,TOT,NBA,,19,,18,23,,,26,,,,,44
1965-66,26,BAL,NBA,,16,,7,14,,,19,,,,,34
1965-66,26,NYK,NBA,,19,,18,23,,,26,,,,,44
1966-67,27,NYK,NBA,,15,,10,15,,,,,,,,34
1967-68,28,NYK,NBA,,14,,11,16,,,,,,,,32
1968-69,29,TOT,NBA,,14,,12,17,,,,,,,,34
1968-69,29,NYK,NBA,,14,26,10,15,,,24,6,,,6,32
1968-69,29,DET,NBA,,14,,12,17,,,,,,,,34
1969-70,30,TOT,NBA,,13,,14,20,,,,,,,,32
1969-70,30,DET,NBA,,12,,14,20,,,,,,,,32
1969-70,30,ATL,NBA,,13,,6,10,,,,,,,,31
1970-71,31,ATL,NBA,,13,,18,21,,,,,,,,39
1971-72,32,ATL,NBA,,17,,13,18,,,,,,,,41
1972-73,33,ATL,NBA,,13,,10,19,,,,,,,,33
1973-74,34,ATL,NBA,,13,,12,18,,,,,,,,34
1974-75,35,NOJ,NBA,,2,2,2,2,0,5,5,0,0,0,2,6
Career,,,,,22,,18,,,,,,,,,48
5 Seasons,,ATL,NBA,,17,,18,21,,,,,,,,41
5 Seasons,,"BAL,CHP,CHZ",NBA,,22,,17,,,,,,,,,48
4 Seasons,,NYK,NBA,,19,,18,23,,,,,,,,44
2 Seasons,,DET,NBA,,14,,14,20,,,,,,,,34
1 Season,,NOJ,NBA,,2,2,2,2,0,5,5,0,0,0,2,6
