Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1961-62,22,CHP,NBA,C,79,3344,26.3,0.554,0.455,NA,NA,NA,NA,NA,NA,NA,13.4,2.8,16.3,0.233,NA,NA,NA,NA,NA
1962-63,23,CHZ,NBA,C,80,3306,24.9,0.571,0.515,NA,NA,NA,NA,NA,NA,NA,12.6,1.1,13.7,0.199,NA,NA,NA,NA,NA
1963-64,24,BAL,NBA,C,80,3394,23.3,0.555,0.521,NA,NA,NA,NA,NA,NA,NA,11.4,2.9,14.4,0.203,NA,NA,NA,NA,NA
1964-65,25,BAL,NBA,C,80,3301,21.7,0.559,0.522,NA,NA,NA,8.8,NA,NA,NA,11.2,0.9,12.1,0.175,NA,NA,NA,NA,NA
1965-66,26,TOT,NBA,C,80,3352,19.3,0.543,0.502,NA,NA,NA,9.8,NA,NA,NA,8.3,1.2,9.5,0.136,NA,NA,NA,NA,NA
1965-66,26,BAL,NBA,C,8,268,17.7,0.495,0.54,NA,NA,NA,9.3,NA,NA,NA,0.4,0.2,0.6,0.108,NA,NA,NA,NA,NA
1965-66,26,NYK,NBA,C,72,3084,19.4,0.548,0.498,NA,NA,NA,9.8,NA,NA,NA,7.9,1,8.9,0.139,NA,NA,NA,NA,NA
1966-67,27,NYK,NBA,C,79,3010,18.4,0.56,0.535,NA,NA,NA,9.2,NA,NA,NA,7.4,1.4,8.8,0.14,NA,NA,NA,NA,NA
1967-68,28,NYK,NBA,C,82,2695,19.1,0.583,0.56,NA,NA,NA,8.3,NA,NA,NA,7.9,3.3,11.1,0.198,NA,NA,NA,NA,NA
1968-69,29,TOT,NBA,C,88,3159,18,0.555,0.56,NA,NA,NA,7.6,NA,NA,NA,7.7,2.6,10.4,0.157,NA,NA,NA,NA,NA
1968-69,29,NYK,NBA,C,35,1136,17.9,0.543,0.502,NA,NA,NA,9.3,NA,NA,NA,2.5,1.8,4.3,0.181,NA,NA,NA,NA,NA
1968-69,29,DET,NBA,C,53,2023,18,0.562,0.593,NA,NA,NA,6.6,NA,NA,NA,5.2,0.9,6.1,0.144,NA,NA,NA,NA,NA
1969-70,30,TOT,NBA,C,79,2028,16.4,0.549,0.556,NA,NA,NA,9.2,NA,NA,NA,3.5,1.3,4.9,0.115,NA,NA,NA,NA,NA
1969-70,30,DET,NBA,C,56,1173,16.7,0.567,0.648,NA,NA,NA,6.5,NA,NA,NA,2.6,0.7,3.3,0.133,NA,NA,NA,NA,NA
1969-70,30,ATL,NBA,C,23,855,16,0.523,0.432,NA,NA,NA,12.9,NA,NA,NA,1,0.6,1.6,0.09,NA,NA,NA,NA,NA
1970-71,31,ATL,NBA,C,82,2908,16.5,0.535,0.633,NA,NA,16.5,10.3,NA,NA,NA,4.6,1.6,6.2,0.102,NA,NA,NA,NA,NA
1971-72,32,ATL,NBA,C,82,3187,19,0.567,0.534,NA,NA,16.1,11.8,NA,NA,NA,7.8,2.5,10.3,0.155,NA,NA,NA,NA,NA
1972-73,33,ATL,NBA,C,74,2802,15.9,0.527,0.584,NA,NA,16.4,8.3,NA,NA,NA,4.2,2.9,7.1,0.122,NA,NA,NA,NA,NA
1973-74,34,ATL,NBA,C,77,2440,15.2,0.521,0.478,10.7,20,15.3,10.3,0.9,1,NA,3.2,2.2,5.4,0.107,NA,0.7,-0.9,-0.2,1.1
1974-75,35,NOJ,NBA,C,1,14,16.4,1.042,1,0,37,17.9,0,0,0,NA,0,0,0.1,0.222,NA,-3.8,0.1,-3.7,0
Career,NA,,NBA,,1043,38940,19.8,0.554,0.527,10.6,20.1,16.1,9.4,0.9,1,NA,103.3,26.7,130,0.16,NA,0.6,-0.9,-0.2,1.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,ATL,NBA,,338,12192,16.7,0.538,0.548,10.7,20,16.1,10.4,0.9,1,NA,20.8,9.8,30.6,0.121,NA,0.7,-0.9,-0.2,1.1
5 seasons,NA,"CHP,CHZ,BAL",NBA,,327,13613,23.9,0.558,0.501,NA,NA,NA,8.8,NA,NA,NA,49,8,57,0.201,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,268,9925,18.8,0.56,0.525,NA,NA,NA,9.1,NA,NA,NA,25.7,7.4,33.1,0.16,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,109,3196,17.6,0.564,0.613,NA,NA,NA,6.6,NA,NA,NA,7.8,1.5,9.3,0.14,NA,NA,NA,NA,NA
1 season,NA,NOJ,NBA,,1,14,16.4,1.042,1,0,37,17.9,0,0,0,NA,0,0,0.1,0.222,NA,-3.8,0.1,-3.7,0
