Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1961-62,22,CHP,NBA,C,79,NA,3344,973,1875,0.519,549,853,0.644,NA,NA,1500,210,NA,NA,281,2495
1962-63,23,CHZ,NBA,C,80,NA,3306,840,1595,0.527,553,821,0.674,NA,NA,1309,233,NA,NA,283,2233
1963-64,24,BAL,NBA,C,80,NA,3394,811,1582,0.513,537,825,0.651,NA,NA,1361,126,NA,NA,300,2159
1964-65,25,BAL,NBA,C,80,NA,3301,733,1441,0.509,515,752,0.685,NA,NA,1166,191,NA,NA,260,1981
1965-66,26,TOT,NBA,C,80,NA,3352,695,1373,0.506,430,689,0.624,NA,NA,1254,235,NA,NA,294,1820
1965-66,26,BAL,NBA,C,8,NA,268,56,124,0.452,40,67,0.597,NA,NA,102,18,NA,NA,32,152
1965-66,26,NYK,NBA,C,72,NA,3084,639,1249,0.512,390,622,0.627,NA,NA,1152,217,NA,NA,262,1668
1966-67,27,NYK,NBA,C,79,NA,3010,565,1084,0.521,369,580,0.636,NA,NA,1064,206,NA,NA,275,1499
1967-68,28,NYK,NBA,C,82,NA,2695,511,944,0.541,350,529,0.662,NA,NA,961,164,NA,NA,259,1372
1968-69,29,TOT,NBA,C,88,NA,3159,563,1103,0.51,401,618,0.649,NA,NA,1101,176,NA,NA,320,1527
1968-69,29,NYK,NBA,C,35,NA,1136,204,402,0.507,125,202,0.619,NA,NA,385,77,NA,NA,123,533
1968-69,29,DET,NBA,C,53,NA,2023,359,701,0.512,276,416,0.663,NA,NA,716,99,NA,NA,197,994
1969-70,30,TOT,NBA,C,79,NA,2028,351,671,0.523,215,373,0.576,NA,NA,707,143,NA,NA,260,917
1969-70,30,DET,NBA,C,56,NA,1173,210,384,0.547,140,249,0.562,NA,NA,397,55,NA,NA,163,560
1969-70,30,ATL,NBA,C,23,NA,855,141,287,0.491,75,124,0.605,NA,NA,310,88,NA,NA,97,357
1970-71,31,ATL,NBA,C,82,NA,2908,433,879,0.493,336,556,0.604,NA,NA,1060,230,NA,NA,271,1202
1971-72,32,ATL,NBA,C,82,NA,3187,593,1089,0.545,340,581,0.585,NA,NA,1049,262,NA,NA,255,1526
1972-73,33,ATL,NBA,C,74,NA,2802,455,901,0.505,283,526,0.538,NA,NA,964,179,NA,NA,244,1193
1973-74,34,ATL,NBA,C,77,NA,2440,389,801,0.486,233,383,0.608,264,476,740,189,52,48,232,1011
1974-75,35,NOJ,NBA,C,1,NA,14,2,2,1,2,2,1,0,5,5,0,0,0,2,6
Career,NA,,NBA,,1043,NA,38940,7914,15340,0.516,5113,8088,0.632,264,481,14241,2544,52,48,3536,20941
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,ATL,NBA,,338,NA,12192,2011,3957,0.508,1267,2170,0.584,264,476,4123,948,52,48,1099,5289
5 seasons,NA,"CHP,CHZ,BAL",NBA,,327,NA,13613,3413,6617,0.516,2194,3318,0.661,NA,NA,5438,778,NA,NA,1156,9020
4 seasons,NA,NYK,NBA,,268,NA,9925,1919,3679,0.522,1234,1933,0.638,NA,NA,3562,664,NA,NA,919,5072
2 seasons,NA,DET,NBA,,109,NA,3196,569,1085,0.524,416,665,0.626,NA,NA,1113,154,NA,NA,360,1554
1 season,NA,NOJ,NBA,,1,NA,14,2,2,1,2,2,1,0,5,5,0,0,0,2,6
