Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,24,TOT,BAA,NA,54,NA,NA,0.32,0.229,NA,NA,NA,NA,NA,1.1,1,2.1,NA
1946-47,24,NYK,BAA,NA,26,NA,NA,0.319,0.327,NA,NA,NA,NA,NA,0.3,0.4,0.7,NA
1946-47,24,TRH,BAA,NA,28,NA,NA,0.321,0.199,NA,NA,NA,NA,NA,0.7,0.6,1.3,NA
Career,NA,,BAA,NA,54,NA,NA,0.32,0.229,NA,NA,NA,NA,NA,1.1,1,2.1,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,TRH,BAA,NA,28,NA,NA,0.321,0.199,NA,NA,NA,NA,NA,0.7,0.6,1.3,NA
1 season,NA,NYK,BAA,NA,26,NA,NA,0.319,0.327,NA,NA,NA,NA,NA,0.3,0.4,0.7,NA
