Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,CIN,NBA,PF,57,,11.9,1.8,3.8,.470,0.8,1.0,.763,3.8,0.9,1.8,4.3
1959-60,23,CIN,NBA,PF,49,,9.8,1.4,3.0,.470,1.0,1.3,.734,3.7,0.7,2.0,3.8
1960-61,24,CIN,NBA,PF,66,,14.3,1.7,3.8,.446,1.2,1.4,.849,4.3,1.3,2.5,4.6
1961-62,25,Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL),Did Not Play (other pro league—ABL)
1962-63,26,CHZ,NBA,PF,33,,18.2,2.8,5.9,.485,1.5,1.9,.790,4.8,1.3,2.8,7.2
1963-64,27,TOT,NBA,PF,60,,11.2,1.6,3.5,.462,1.2,1.5,.767,2.9,0.5,2.0,4.4
1963-64,27,BAL,NBA,PF,6,,16.5,1.0,2.3,.429,0.7,0.7,1.000,2.2,0.3,1.2,2.7
1963-64,27,DET,NBA,PF,20,,12.8,2.2,4.1,.537,1.3,2.0,.667,3.5,0.6,2.5,5.7
1963-64,27,CIN,NBA,PF,34,,9.4,1.4,3.4,.414,1.1,1.4,.830,2.8,0.5,1.8,4.0
Career,NA,,NBA,,265,,12.8,1.8,3.8,.465,1.1,1.4,.785,3.8,0.9,2.2,4.7
,NA,,,,,,,,,,,,,,,,
4 seasons,NA,CIN,NBA,,206,,11.8,1.6,3.5,.453,1.0,1.3,.798,3.8,0.9,2.1,4.2
2 seasons,NA,"CHZ,BAL",NBA,,39,,18.0,2.6,5.3,.481,1.4,1.7,.803,4.4,1.2,2.6,6.5
1 season,NA,DET,NBA,,20,,12.8,2.2,4.1,.537,1.3,2.0,.667,3.5,0.6,2.5,5.7
