Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,CIN,NBA,PF,57,NA,681,5.3,11.4,0.47,2.4,3.1,0.763,11.5,2.9,5.4,13.1
1959-60,23,CIN,NBA,PF,49,NA,479,5.3,11.2,0.47,3.5,4.8,0.734,13.5,2.7,7.4,14.1
1960-61,24,CIN,NBA,PF,66,NA,944,4.2,9.5,0.446,3,3.5,0.849,10.9,3.3,6.3,11.5
1962-63,26,CHZ,NBA,PF,33,NA,602,5.6,11.6,0.485,2.9,3.7,0.79,9.4,2.6,5.6,14.2
1963-64,27,TOT,NBA,PF,60,NA,674,5.2,11.3,0.462,3.7,4.8,0.767,9.4,1.7,6.3,14.2
1963-64,27,BAL,NBA,PF,6,NA,99,2.2,5.1,0.429,1.5,1.5,1,4.7,0.7,2.5,5.8
1963-64,27,DET,NBA,PF,20,NA,255,6.2,11.6,0.537,3.7,5.5,0.667,9.7,1.7,7.1,16.1
1963-64,27,CIN,NBA,PF,34,NA,320,5.4,13.1,0.414,4.4,5.3,0.83,10.6,2,6.9,15.2
Career,NA,,NBA,,265,NA,3380,5,10.9,0.465,3.1,3.9,0.785,10.9,2.7,6.1,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CIN,NBA,,206,NA,2424,4.9,10.8,0.453,3.1,3.9,0.798,11.6,2.9,6.3,12.9
2 seasons,NA,"CHZ,BAL",NBA,,39,NA,701,5.1,10.7,0.481,2.7,3.4,0.803,8.8,2.3,5.2,13
1 season,NA,DET,NBA,,20,NA,255,6.2,11.6,0.537,3.7,5.5,0.667,9.7,1.7,7.1,16.1
