Season,Team,Lg,Salary
1992-93,Dallas Mavericks,NBA,"$250,000"
1993-94,Detroit Pistons,NBA,"$40,000"
1996-97,Houston Rockets,NBA,"$247,500"
Career,(may be incomplete),,"$537,500"
