Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6
Tracy Moore,,0.6,0.5,0.3,0.3,0.1,NA
Keith McLeod,74.3,0.8,0.6,0.3,0.2,NA,NA
Mario West,73.4,0.5,0.4,0.3,0.2,NA,NA
DeAndre Liggins,67.3,0.6,0.5,0.5,0,0,NA
JaKarr Sampson,65.8,0.8,0.6,0.5,0.1,NA,NA
K.J. McDaniels,65.4,0.6,0.5,0.2,NA,NA,NA
Gerald Glass,63.4,0.9,0.5,0.3,0.1,NA,NA
Pace Mannion,62.5,0.9,0.4,0.3,0.2,0,-0.2
Acie Law,58.4,0.7,0.6,0.4,-0.1,NA,NA
Shawn Respert,57.8,0.8,0.7,0.5,0.1,NA,NA
Chris Corchiani,57.4,0.9,0.4,0.3,NA,NA,NA
