Season,Team,Lg,Salary
1997-98,Utah Jazz,NBA,"$242,000"
1998-99,Los Angeles Clippers,NBA,"$287,500"
1999-00,Los Angeles Clippers,NBA,"$460,000"
2000-01,Orlando Magic,NBA,"$523,500"
2001-02,Orlando Magic,NBA,"$590,850"
2002-03,Minnesota Timberwolves,NBA,"$2,000,000"
2003-04,Minnesota Timberwolves,NBA,"$2,100,000"
2004-05,Minnesota Timberwolves,NBA,"$4,903,000"
2005-06,Minnesota Timberwolves,NBA,"$5,253,000"
2006-07,Minnesota Timberwolves,NBA,"$5,603,000"
2007-08,Minnesota Timberwolves,NBA,"$5,953,000"
2007-08,Golden State Warriors,NBA,"$1,219,590"
Career,(may be incomplete),,"$29,135,440"
