,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,24,GSW,NBA,SF,11,209,,23%,68%,9%,,+1.6,+0.2,0,2,13,1,13,3,16,2,1
2008-09,26,ORL,NBA,SG,24,618,,56%,44%,,,+3.7,+2.5,6,7,34,5,27,11,31,6,9
2009-10,27,ORL,NBA,SF,14,282,,2%,98%,,,+9.4,-1.3,0,1,13,0,10,7,26,0,2
2011-12,29,BOS,NBA,SG,20,393,,20%,70%,10%,,+1.6,+1.1,3,2,22,1,5,6,4,0,3
Career,,,NBA,,69,1502,,32%,64%,4%,,+3.9,+1.1,9,12,82,7,55,27,77,8,15
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ORL,NBA,,38,900,,39%,61%,,,+5.5,+1.3,6,8,47,5,37,18,57,6,11
1 season,,BOS,NBA,,20,393,,20%,70%,10%,,+1.6,+1.1,3,2,22,1,5,6,4,0,3
1 season,,GSW,NBA,,11,209,,23%,68%,9%,,+1.6,+0.2,0,2,13,1,13,3,16,2,1
