,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2018-19,23,NYK,NBA,SG,64,1459,10%,73%,17%,,,-7.7,+2.4,52,28,46,22,91,16,286,15,62
2019-20,24,NYK,NBA,PG,24,291,41%,59%,,,,-12.2,-6.5,12,3,10,4,13,2,70,0,7
Career,,,NBA,,88,1750,15%,71%,14%,,,-8.5,+0.9,64,31,56,26,104,18,356,15,69
