Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1979-80,22,DET,NBA,SF,50,NA,1233,8.2,17.3,0.472,0.1,0.4,0.2,8.1,16.9,0.479,4.3,5.9,0.719,3.6,4.4,8.1,3.2,1.8,1,4.1,5.1,20.7
1980-81,23,DET,NBA,SF,25,NA,654,6.6,15.7,0.421,0,0.1,0,6.6,15.6,0.424,3.7,5.8,0.642,2.9,3.7,6.6,2.5,1.9,1.6,4.3,4.9,17
1981-82,24,TOT,NBA,SF,60,10,741,5.6,13.2,0.428,0,0.1,0,5.6,13,0.433,5.1,7.8,0.656,3.9,5.5,9.4,2.8,0.9,1,4.1,6.4,16.4
1981-82,24,DET,NBA,SF,11,0,183,6.9,16.9,0.407,0,0.6,0,6.9,16.3,0.422,5.3,8.1,0.659,2.6,5.1,7.7,2.4,1,1.4,4.3,6.3,19.1
1981-82,24,SEA,NBA,SF,49,10,558,5.2,11.9,0.438,0,0,NA,5.2,11.9,0.438,5,7.7,0.655,4.3,5.6,9.9,2.9,0.8,0.9,4,6.4,15.5
1982-83,25,SEA,NBA,SF,80,9,1507,5.9,10.7,0.549,0,0.1,0,5.9,10.7,0.553,4.1,6.1,0.673,3.8,5.9,9.6,2.3,1.2,0.8,3.6,5.8,15.9
1983-84,26,SDC,NBA,SF,80,21,1783,6.3,12.2,0.519,0,0.1,0.333,6.3,12.1,0.521,5,7.2,0.702,3.8,4.1,7.9,1.8,1.4,0.6,3.9,5,17.7
1984-85,27,IND,NBA,SF,10,0,114,6.6,16.7,0.396,0,0.3,0,6.6,16.4,0.404,6.3,8.8,0.714,1.9,4.1,6,4.1,2.2,0,3.8,5.1,19.6
Career,NA,,NBA,,305,40,6032,6.5,13.5,0.486,0,0.2,0.167,6.5,13.3,0.491,4.5,6.6,0.686,3.6,4.7,8.4,2.5,1.4,0.9,3.9,5.4,17.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SEA,NBA,,129,19,2065,5.7,11.1,0.517,0,0.1,0,5.7,11,0.519,4.4,6.6,0.668,3.9,5.8,9.7,2.5,1.1,0.9,3.7,6,15.8
3 seasons,NA,DET,NBA,,86,0,2070,7.6,16.8,0.451,0.1,0.3,0.15,7.5,16.4,0.458,4.2,6.1,0.689,3.3,4.3,7.6,2.9,1.7,1.2,4.2,5.2,19.4
1 season,NA,SDC,NBA,,80,21,1783,6.3,12.2,0.519,0,0.1,0.333,6.3,12.1,0.521,5,7.2,0.702,3.8,4.1,7.9,1.8,1.4,0.6,3.9,5,17.7
1 season,NA,IND,NBA,,10,0,114,6.6,16.7,0.396,0,0.3,0,6.6,16.4,0.404,6.3,8.8,0.714,1.9,4.1,6,4.1,2.2,0,3.8,5.1,19.6
