Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1983-84,23,HOU,NBA,C,1,0,16:00,4,7,0.571,0,0,NA,1,2,0.5,1,5,0,0,0,3,4,9
1984-85,24,HOU,NBA,PF,1,1,29:00,10,15,0.667,0,0,NA,4,6,0.667,3,10,1,0,1,1,5,24
1985-86,25,HOU,NBA,PF,1,1,21:00,7,11,0.636,0,0,NA,2,2,1,1,4,1,0,0,2,4,16
1986-87,26,HOU,NBA,PF,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,3,2,66,21,33,0.636,0,0,NA,7,10,0.7,5,19,2,0,1,6,13,49
