Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues),Did Not Play (contractual issues)
1963-64,23,CIN,NBA,PF,79,,41.4,6.9,13.1,.527,3.9,5.0,.779,,,17.4,2.6,,,3.8,17.7
1964-65,24,CIN,NBA,PF,66,,43.4,8.5,17.0,.498,4.5,5.5,.814,,,20.0,2.4,,,3.2,21.4
1965-66,25,CIN,NBA,PF,79,,44.5,8.7,19.3,.453,4.0,5.1,.787,,,21.1,2.7,,,3.5,21.5
1966-67,26,CIN,NBA,PF,81,,43.9,7.1,15.5,.459,3.5,4.4,.791,,,19.1,3.3,,,3.5,17.8
1967-68,27,CIN,NBA,PF,82,,44.1,8.6,16.6,.519,4.2,5.4,.778,,,19.0,3.1,,,3.0,21.5
1968-69,28,CIN,NBA,PF,74,,41.6,7.5,13.6,.551,3.3,4.4,.755,,,18.4,4.1,,,2.8,18.3
1969-70,29,TOT,NBA,PF,67,,36.1,6.0,11.9,.507,3.0,3.8,.784,,,14.2,2.6,,,2.4,15.1
1969-70,29,CIN,NBA,PF,4,,29.5,4.5,8.8,.514,1.3,1.8,.714,,,11.3,2.3,,,1.3,10.3
1969-70,29,SFW,NBA,PF,63,,36.5,6.1,12.1,.507,3.1,3.9,.786,,,14.4,2.6,,,2.5,15.4
1970-71,30,SFW,NBA,PF,80,,40.6,7.8,15.6,.498,3.6,4.6,.787,,,15.8,3.7,,,2.5,19.2
1971-72,31,NYK,NBA,C,77,,38.0,7.1,13.8,.512,2.6,3.2,.791,,,13.1,4.1,,,2.8,16.7
1972-73,32,NYK,NBA,PF,71,,28.2,4.4,8.6,.513,1.1,1.4,.800,,,7.2,4.5,,,2.2,9.9
1973-74,33,NYK,NBA,C,73,,22.3,2.7,5.8,.462,0.9,1.3,.698,0.8,4.3,5.1,3.2,0.4,0.3,1.8,6.2
Career,NA,,NBA,,829,,38.8,6.9,13.8,.499,3.2,4.1,.783,0.8,4.3,15.6,3.3,0.4,0.3,2.9,17.0
,NA,,,,,,,,,,,,,,,,,,,,
7 seasons,NA,CIN,NBA,,465,,43.1,7.8,15.8,.497,3.9,5.0,.784,,,19.1,3.0,,,3.3,19.6
3 seasons,NA,NYK,NBA,,221,,29.7,4.7,9.4,.502,1.6,2.0,.773,0.8,4.3,8.6,3.9,0.4,0.3,2.3,11.0
2 seasons,NA,SFW,NBA,,143,,38.8,7.1,14.1,.501,3.4,4.3,.787,,,15.2,3.2,,,2.5,17.5
