Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1963-64,23,CIN,NBA,PF,10,370,13.6,0.438,0.301,NA,NA,NA,13.1,NA,NA,NA,0,0.3,0.3,0.042,NA,NA,NA,NA,NA
1964-65,24,CIN,NBA,PF,4,195,19.4,0.549,0.293,NA,NA,NA,7,NA,NA,NA,0.5,0,0.5,0.114,NA,NA,NA,NA,NA
1965-66,25,CIN,NBA,PF,5,231,20.2,0.533,0.412,NA,NA,NA,9.4,NA,NA,NA,0.4,0.1,0.5,0.114,NA,NA,NA,NA,NA
1966-67,26,CIN,NBA,PF,4,183,12.5,0.447,0.036,NA,NA,NA,5.4,NA,NA,NA,0,-0.2,-0.1,-0.037,NA,NA,NA,NA,NA
1970-71,30,SFW,NBA,PF,5,171,19.6,0.53,0.208,NA,NA,13.5,17,NA,NA,NA,0.4,0,0.4,0.108,NA,NA,NA,NA,NA
1971-72,31,NYK,NBA,C,16,737,17.5,0.552,0.298,NA,NA,12.1,16.5,NA,NA,NA,1.5,0.9,2.4,0.159,NA,NA,NA,NA,NA
1972-73,32,NYK,NBA,PF,17,368,14.7,0.524,0.205,NA,NA,12.2,14,NA,NA,NA,0.6,0.4,1,0.125,NA,NA,NA,NA,NA
1973-74,33,NYK,NBA,C,11,115,5.1,0.238,0,5.3,15.6,10.2,10.2,1.7,0,NA,-0.2,0.1,-0.1,-0.031,NA,-3,0.7,-2.3,0
Career,NA,,NBA,,72,2370,16,0.511,0.262,5.3,15.6,12.1,13,1.7,0,NA,3.2,1.7,4.9,0.1,NA,-3,0.7,-2.3,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,44,1220,15.5,0.527,0.253,5.3,15.6,11.9,15.1,1.7,0,NA,1.9,1.4,3.3,0.131,NA,-3,0.7,-2.3,0
4 seasons,NA,CIN,NBA,,23,979,16.1,0.489,0.284,NA,NA,NA,9.6,NA,NA,NA,0.9,0.3,1.2,0.059,NA,NA,NA,NA,NA
1 season,NA,SFW,NBA,,5,171,19.6,0.53,0.208,NA,NA,13.5,17,NA,NA,NA,0.4,0,0.4,0.108,NA,NA,NA,NA,NA
