Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,CIN,NBA,PF,10,NA,370,4.7,12,0.39,2.5,3.6,0.703,NA,NA,12.2,3.3,NA,NA,3.6,11.9
1964-65,24,CIN,NBA,PF,4,NA,195,7,13.8,0.507,3.1,4.1,0.773,NA,NA,15.5,1.7,NA,NA,2.2,17.2
1965-66,25,CIN,NBA,PF,5,NA,231,6.2,13.2,0.471,4.2,5.5,0.771,NA,NA,15.7,2.2,NA,NA,2.2,16.7
1966-67,26,CIN,NBA,PF,4,NA,183,4.7,10.8,0.436,0.4,0.4,1,NA,NA,15.1,1.6,NA,NA,3,9.8
1970-71,30,SFW,NBA,PF,5,NA,171,8.2,16.2,0.506,2.3,3.4,0.688,NA,NA,10.5,3.4,NA,NA,2.9,18.7
1971-72,31,NYK,NBA,C,16,NA,737,5.8,11.6,0.5,2.9,3.5,0.831,NA,NA,8.5,4.2,NA,NA,2.4,14.5
1972-73,32,NYK,NBA,PF,17,NA,368,5.3,11,0.482,2,2.3,0.87,NA,NA,8.3,3.8,NA,NA,4.6,12.5
1973-74,33,NYK,NBA,C,11,NA,115,1.6,6.6,0.238,0,0,NA,1.9,5,6.9,2.8,1.3,0,2.8,3.1
Career,NA,,NBA,,72,NA,2370,5.6,11.9,0.467,2.5,3.1,0.786,1.9,5,10.9,3.3,1.3,0,3,13.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,44,NA,1220,5.3,10.9,0.48,2.3,2.8,0.84,1.9,5,8.3,3.9,1.3,0,3.1,12.8
4 seasons,NA,CIN,NBA,,23,NA,979,5.5,12.4,0.444,2.6,3.5,0.75,NA,NA,14.2,2.4,NA,NA,2.9,13.7
1 season,NA,SFW,NBA,,5,NA,171,8.2,16.2,0.506,2.3,3.4,0.688,NA,NA,10.5,3.4,NA,NA,2.9,18.7
