Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,CIN,NBA,PF,79,NA,3273,6,11.4,0.527,3.4,4.4,0.779,NA,NA,15.1,2.2,NA,NA,3.3,15.4
1964-65,24,CIN,NBA,PF,66,NA,2864,7,14.1,0.498,3.7,4.6,0.814,NA,NA,16.6,2,NA,NA,2.7,17.8
1965-66,25,CIN,NBA,PF,79,NA,3517,7.1,15.6,0.453,3.2,4.1,0.787,NA,NA,17.1,2.2,NA,NA,2.8,17.4
1966-67,26,CIN,NBA,PF,81,NA,3558,5.8,12.7,0.459,2.9,3.6,0.791,NA,NA,15.7,2.7,NA,NA,2.8,14.5
1967-68,27,CIN,NBA,PF,82,NA,3619,7,13.5,0.519,3.4,4.4,0.778,NA,NA,15.5,2.5,NA,NA,2.4,17.5
1968-69,28,CIN,NBA,PF,74,NA,3075,6.5,11.8,0.551,2.9,3.8,0.755,NA,NA,15.9,3.6,NA,NA,2.4,15.9
1969-70,29,TOT,NBA,PF,67,NA,2420,6,11.9,0.507,3,3.8,0.784,NA,NA,14.1,2.6,NA,NA,2.4,15
1969-70,29,CIN,NBA,PF,4,NA,118,5.5,10.7,0.514,1.5,2.1,0.714,NA,NA,13.7,2.7,NA,NA,1.5,12.5
1969-70,29,SFW,NBA,PF,63,NA,2302,6.1,11.9,0.507,3,3.9,0.786,NA,NA,14.2,2.6,NA,NA,2.5,15.2
1970-71,30,SFW,NBA,PF,80,NA,3251,6.9,13.8,0.498,3.2,4.1,0.787,NA,NA,14,3.2,NA,NA,2.2,17
1971-72,31,NYK,NBA,C,77,NA,2926,6.7,13,0.512,2.4,3.1,0.791,NA,NA,12.4,3.9,NA,NA,2.7,15.8
1972-73,32,NYK,NBA,PF,71,NA,2001,5.6,10.9,0.513,1.4,1.8,0.8,NA,NA,9.2,5.7,NA,NA,2.8,12.7
1973-74,33,NYK,NBA,C,73,NA,1627,4.3,9.3,0.462,1.5,2.1,0.698,1.4,6.9,8.3,5.1,0.6,0.5,3,10.1
Career,NA,,NBA,,829,NA,32131,6.4,12.8,0.499,3,3.8,0.783,1.4,6.9,14.5,3.1,0.6,0.5,2.7,15.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,CIN,NBA,,465,NA,20024,6.6,13.2,0.497,3.2,4.1,0.784,NA,NA,16,2.5,NA,NA,2.7,16.4
3 seasons,NA,NYK,NBA,,221,NA,6554,5.8,11.5,0.502,1.9,2.4,0.773,1.4,6.9,10.4,4.8,0.6,0.5,2.8,13.4
2 seasons,NA,SFW,NBA,,143,NA,5553,6.5,13.1,0.501,3.1,4,0.787,NA,NA,14.1,3,NA,NA,2.3,16.2
