Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,CIN,NBA,PF,10,NA,37,4.8,12.3,0.39,2.6,3.7,0.703,NA,NA,12.5,3.4,NA,NA,3.7,12.2
1964-65,24,CIN,NBA,PF,4,NA,48.8,9.5,18.8,0.507,4.3,5.5,0.773,NA,NA,21,2.3,NA,NA,3,23.3
1965-66,25,CIN,NBA,PF,5,NA,46.2,8,17,0.471,5.4,7,0.771,NA,NA,20.2,2.8,NA,NA,2.8,21.4
1966-67,26,CIN,NBA,PF,4,NA,45.8,6,13.8,0.436,0.5,0.5,1,NA,NA,19.3,2,NA,NA,3.8,12.5
1970-71,30,SFW,NBA,PF,5,NA,34.2,7.8,15.4,0.506,2.2,3.2,0.688,NA,NA,10,3.2,NA,NA,2.8,17.8
1971-72,31,NYK,NBA,C,16,NA,46.1,7.4,14.9,0.5,3.7,4.4,0.831,NA,NA,10.8,5.3,NA,NA,3.1,18.6
1972-73,32,NYK,NBA,PF,17,NA,21.6,3.2,6.6,0.482,1.2,1.4,0.87,NA,NA,5,2.3,NA,NA,2.8,7.5
1973-74,33,NYK,NBA,C,11,NA,10.5,0.5,1.9,0.238,0,0,NA,0.5,1.5,2,0.8,0.4,0,0.8,0.9
Career,NA,,NBA,,72,NA,32.9,5.1,10.9,0.467,2.3,2.9,0.786,0.5,1.5,10,3,0.4,0,2.7,12.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,44,NA,27.7,4,8.4,0.48,1.8,2.1,0.84,0.5,1.5,6.4,3,0.4,0,2.4,9.9
4 seasons,NA,CIN,NBA,,23,NA,42.6,6.5,14.7,0.444,3.1,4.2,0.75,NA,NA,16.8,2.8,NA,NA,3.4,16.2
1 season,NA,SFW,NBA,,5,NA,34.2,7.8,15.4,0.506,2.2,3.2,0.688,NA,NA,10,3.2,NA,NA,2.8,17.8
