Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,23,CIN,NBA,PF,10,NA,370,48,123,0.39,26,37,0.703,NA,NA,125,34,NA,NA,37,122
1964-65,24,CIN,NBA,PF,4,NA,195,38,75,0.507,17,22,0.773,NA,NA,84,9,NA,NA,12,93
1965-66,25,CIN,NBA,PF,5,NA,231,40,85,0.471,27,35,0.771,NA,NA,101,14,NA,NA,14,107
1966-67,26,CIN,NBA,PF,4,NA,183,24,55,0.436,2,2,1,NA,NA,77,8,NA,NA,15,50
1970-71,30,SFW,NBA,PF,5,NA,171,39,77,0.506,11,16,0.688,NA,NA,50,16,NA,NA,14,89
1971-72,31,NYK,NBA,C,16,NA,737,119,238,0.5,59,71,0.831,NA,NA,173,85,NA,NA,49,297
1972-73,32,NYK,NBA,PF,17,NA,368,54,112,0.482,20,23,0.87,NA,NA,85,39,NA,NA,47,128
1973-74,33,NYK,NBA,C,11,NA,115,5,21,0.238,0,0,NA,6,16,22,9,4,0,9,10
Career,NA,,NBA,,72,NA,2370,367,786,0.467,162,206,0.786,6,16,717,214,4,0,197,896
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,44,NA,1220,178,371,0.48,79,94,0.84,6,16,280,133,4,0,105,435
4 seasons,NA,CIN,NBA,,23,NA,979,150,338,0.444,72,96,0.75,NA,NA,387,65,NA,NA,78,372
1 season,NA,SFW,NBA,,5,NA,171,39,77,0.506,11,16,0.688,NA,NA,50,16,NA,NA,14,89
