Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Gene Stump,,2.1,-0.2,-0.8,NA
Andrew Levane,37.0,1.8,-0.4,-0.6,NA
Dick Ricketts,36.5,2,0.1,0,NA
Dean Tolson,36.2,2,0.2,0,NA
Eric Moreland,34.8,2.3,0,0,0
Alan Williams,29.7,2.1,0.2,0.2,0
J.J. Anderson,23.0,2.3,0.2,0.1,NA
John Rudometkin,20.6,1.6,-0.1,-0.5,NA
Jake Layman,20.1,3.1,-0.1,-0.3,NA
Johnny Ezersky,17.5,1.7,0.5,-0.7,NA
Joe Roberts,15.3,1.9,0.2,0.2,0
