Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,MNM,ABA,C,1,NA,29:00,9,18,0.5,0,0,NA,4,11,0.364,8,15,0,NA,NA,3,1,22
1968-69,24,INA,ABA,C,1,NA,31:00,5,16,0.313,0,0,NA,7,10,0.7,1,10,2,NA,NA,2,3,17
1969-70,25,INA,ABA,C,1,NA,26:00,6,14,0.429,0,0,NA,1,3,0.333,NA,12,1,NA,NA,NA,4,13
1970-71,26,INA,ABA,C,1,NA,30:00,12,19,0.632,0,0,NA,5,7,0.714,3,13,3,NA,NA,4,3,29
1971-72,27,INA,ABA,C,1,NA,26:00,8,14,0.571,0,0,NA,5,8,0.625,1,9,1,NA,NA,1,4,21
1972-73,28,INA,ABA,C,1,NA,33:00,8,19,0.421,0,0,NA,9,12,0.75,4,11,1,0,2,3,3,25
1973-74,29,INA,ABA,C,1,NA,20:00,2,11,0.182,0,0,NA,1,2,0.5,3,7,0,0,1,4,2,5
Career,NA,,ABA,,7,NA,195,50,111,0.45,0,0,NA,32,53,0.604,20,77,8,0,3,17,20,132
