Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Mike Novak,,1.8,0.6,-0.2
John Shasky,89.2,1.9,0.7,-0.1
Joel Przybilla,87.0,1.9,0.6,0.1
Paul Mokeski,83.5,1.7,0.8,-0.1
Ian Mahinmi,81.5,1.8,0.7,0.2
Walt Wesley,80.9,1.7,0.7,-0.4
Chris Anstey,78.9,1.9,0.6,0.3
LaRue Martin,77.3,1.9,0.4,-0.4
Adonal Foyle,74.8,1.9,1.1,-0.1
Audie Norris,74.8,1.9,1.1,-0.1
Calvin Booth,74.6,2.1,0.5,0.1
