Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,33,ROC,BAA,,60,NA,NA,0.383,0.342,NA,NA,NA,NA,NA,0.9,0.9,1.8,NA
1949-50,34,TOT,NBA,,60,NA,NA,0.292,0.315,NA,NA,NA,NA,NA,-1,1.6,0.6,NA
1949-50,34,ROC,NBA,,5,NA,NA,0.131,0.091,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,NA
1949-50,34,PHW,NBA,,55,NA,NA,0.303,0.333,NA,NA,NA,NA,NA,-0.8,1.5,0.7,NA
1953-54,38,SYR,NBA,PF,5,24,-14.6,0.063,0.286,NA,NA,NA,NA,NA,-0.2,0,-0.2,-0.344
Career,NA,,TOT,,125,24,-14.6,0.353,0.333,NA,NA,NA,NA,NA,-0.3,2.5,2.2,-0.344
,NA,,NBA,,65,24,-14.6,0.282,0.314,NA,NA,NA,NA,NA,-1.2,1.6,0.4,-0.344
,NA,,BAA,,60,NA,NA,0.383,0.342,NA,NA,NA,NA,NA,0.9,0.9,1.8,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ROC,BAA,,65,NA,NA,0.376,0.334,NA,NA,NA,NA,NA,0.7,1,1.7,NA
1 season,NA,PHW,NBA,,55,NA,NA,0.303,0.333,NA,NA,NA,NA,NA,-0.8,1.5,0.7,NA
1 season,NA,SYR,NBA,,5,24,-14.6,0.063,0.286,NA,NA,NA,NA,NA,-0.2,0,-0.2,-0.344
