Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,33,ROC,BAA,,60,NA,NA,NA,NA,0.342,NA,NA,0.581,NA,NA,NA,NA
1949-50,34,TOT,NBA,,60,NA,NA,NA,NA,0.248,NA,NA,0.532,NA,NA,NA,NA
1949-50,34,ROC,NBA,,5,NA,NA,NA,NA,0.091,NA,NA,1,NA,NA,NA,NA
1949-50,34,PHW,NBA,,55,NA,NA,NA,NA,0.261,NA,NA,0.522,NA,NA,NA,NA
1953-54,38,SYR,NBA,PF,5,NA,24,0,10.5,0,1.5,3,0.5,3,3,13.5,1.5
Career,NA,,TOT,,125,NA,24,0,10.5,0.31,1.5,3,0.566,3,3,13.5,1.5
,NA,,NBA,,65,NA,24,0,10.5,0.237,1.5,3,0.531,3,3,13.5,1.5
,NA,,BAA,,60,NA,NA,NA,NA,0.342,NA,NA,0.581,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ROC,BAA,,65,NA,NA,NA,NA,0.334,NA,NA,0.584,NA,NA,NA,NA
1 season,NA,PHW,NBA,,55,NA,NA,NA,NA,0.261,NA,NA,0.522,NA,NA,NA,NA
1 season,NA,SYR,NBA,,5,NA,24,0,10.5,0,1.5,3,0.5,3,3,13.5,1.5
