,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,22,SEA,NBA,SF,3,79,,,28%,72%,,-22.2,-16.1,0,0,4,0,4,0,4,1,4
2004-05,25,SEA,NBA,SF,8,312,,3%,79%,19%,,+1.3,+6.0,7,3,9,4,15,0,31,0,6
2007-08,28,ORL,NBA,PF,10,417,,,,100%,,+2.9,+7.4,15,5,6,2,12,3,82,2,5
2008-09,29,ORL,NBA,PF,24,986,,,1%,99%,,+2.5,-0.8,20,22,22,6,32,7,166,4,14
2009-10,30,ORL,NBA,PF,14,512,,,,100%,,+14.9,+19.8,16,2,12,6,8,2,78,1,5
2012-13,33,MIA,NBA,PF,11,47,,,2%,98%,,-25.1,-33.8,1,3,2,2,0,1,10,0,1
2013-14,34,MIA,NBA,SF,18,319,,,81%,19%,,+10.0,+11.1,2,1,12,1,2,2,12,0,1
Career,,,NBA,,88,2672,,,20%,79%,,+4.5,+5.6,61,36,67,21,73,15,383,8,36
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ORL,NBA,,48,1915,,,1%,99%,,+5.9,+6.5,51,29,40,14,52,12,326,7,24
2 seasons,,MIA,NBA,,29,366,,,71%,29%,,+5.5,+5.4,3,4,14,3,2,3,22,0,2
2 seasons,,SEA,NBA,,11,391,,2%,68%,30%,,-3.5,+1.5,7,3,13,4,19,0,35,1,10
