Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1999-00,20,SEA,NBA,SF,5,5,157,8.9,20.2,0.441,3.1,6.5,0.474,5.8,13.7,0.425,5.5,6.9,0.8,4.1,6.5,10.6,1,1.7,1,3.4,3.8,26.4,NA,109,106
2001-02,22,SEA,NBA,SF,3,2,79,8.6,22.9,0.375,0.7,4.3,0.167,7.9,18.6,0.423,9.3,9.3,1,2.9,5,7.9,1.4,0.7,0,1.4,7.2,27.2,NA,110,117
2004-05,25,SEA,NBA,SF,8,8,312,7.5,18.4,0.406,0.9,4.3,0.2,6.6,14,0.469,7.6,8.7,0.88,1.9,5.5,7.5,2.3,0.5,0.5,2.8,4.3,23.4,NA,110,116
2007-08,28,ORL,NBA,PF,10,10,417,9.3,21.4,0.436,2.8,8.9,0.309,6.6,12.5,0.526,4.2,5.1,0.821,3.2,6.3,9.5,4.5,1.4,0.7,3,2.4,25.7,NA,113,110
2008-09,29,ORL,NBA,PF,24,24,986,8.5,19,0.448,2.8,7.2,0.394,5.7,11.8,0.481,5,6.3,0.784,1.6,6.8,8.4,3.8,1.4,0.7,2.7,2.7,24.8,NA,111,106
2009-10,30,ORL,NBA,PF,14,14,512,7.2,15.5,0.462,3,8.1,0.373,4.1,7.4,0.559,2.2,2.7,0.8,1.6,6.9,8.6,3.5,1.6,1.1,2.7,4.1,19.5,NA,112,101
2012-13,33,MIA,NBA,PF,11,0,47,9.4,23.4,0.4,0,4.7,0,9.4,18.7,0.5,1.2,2.3,0.5,1.2,7,8.2,4.7,2.3,2.3,7,5.8,19.9,NA,72,101
2013-14,34,MIA,NBA,SF,18,8,319,6.1,14.8,0.412,3.8,10.3,0.373,2.3,4.5,0.5,0.5,0.7,0.75,0.7,5.8,6.5,0.9,1.2,1,0.9,5.1,16.6,NA,106,112
Career,NA,,NBA,,93,71,2829,8,18.5,0.436,2.7,7.5,0.356,5.4,11,0.491,4.2,5.2,0.818,1.9,6.4,8.4,3.1,1.3,0.8,2.6,3.6,23,NA,110,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ORL,NBA,,48,48,1915,8.3,18.6,0.448,2.9,7.8,0.367,5.5,10.8,0.507,4.1,5.1,0.794,1.9,6.7,8.6,3.9,1.5,0.8,2.8,3,23.6,NA,112,106
2 seasons,NA,MIA,NBA,,29,8,366,6.5,15.9,0.41,3.3,9.6,0.349,3.2,6.4,0.5,0.6,0.9,0.667,0.8,5.9,6.7,1.4,1.4,1.2,1.7,5.2,17,NA,98,111
3 seasons,NA,SEA,NBA,,16,15,548,8,19.5,0.411,1.5,5,0.3,6.5,14.6,0.449,7.2,8.2,0.88,2.7,5.8,8.4,1.8,0.9,0.6,2.8,4.6,24.8,NA,110,113
