Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Andre Brown,,0.4,0,-0.1
Dan Langhi,79.2,0.4,0,-0.1
Mike Harris,62.8,0.5,0,-0.1
Bob Bigelow,60.9,0.4,0,0
David Vaughn,59.5,0.4,0.1,-0.1
Ken Durrett,50.6,0.5,0,0
Joe Courtney,50.2,0.4,0.1,0
Josh Davis,47.8,0.5,0,0
Eddie Mast,44.7,0.4,0.1,-0.2
Larry Spriggs,42.0,0.5,0.1,0
Pops Mensah-Bonsu,40.2,0.3,0,0
