Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Andre Brown,,0.4,0,-0.1,NA
Dan Langhi,53.1,0.4,0,-0.1,-0.1
Bob Bigelow,49.4,0.4,0,0,0
Eddie Mast,44.7,0.4,0.1,-0.2,NA
Lazar Hayward,38.8,0.3,0.1,-0.1,NA
Pops Mensah-Bonsu,38.6,0.3,0,0,0
Scooter McCray,35.9,0.3,0.1,0,NA
Joby Wright,34.5,0.6,0,-0.1,NA
Jarnell Stokes,30.4,0.5,0.1,0.1,NA
Samardo Samuels,28.3,0.7,0,-0.1,NA
Ken Durrett,28.2,0.5,0.1,0,0
