Season,Team,Lg,Salary
2006-07,Seattle SuperSonics,NBA,"$241,591"
2007-08,Memphis Grizzlies,NBA,"$711,517"
2008-09,Charlotte Bobcats,NBA,"$107,908"
Career,(may be incomplete),,"$1,061,016"
