Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,26,STL,NBA,SF,3,20,14,0.483,0.375,NA,NA,NA,8,NA,0,0,0,0.105
Career,NA,,NBA,,3,20,14,0.483,0.375,NA,NA,NA,8,NA,0,0,0,0.105
