Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,22,NYA,ABA,SG,47,NA,494,46,109,0.422,0,0,NA,46,109,0.422,0.422,52,67,0.776,20,25,45,47,45,73,144
Career,NA,,ABA,,47,NA,494,46,109,0.422,0,0,NA,46,109,0.422,0.422,52,67,0.776,20,25,45,47,45,73,144
