,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1960-61,22,LAL,NBA,,3,,0,0,,,2,6
1961-62,23,LAL,NBA,,2,,2,2,,,6,4
Career,,,,,3,,2,2,,,6,6
