,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1960-61,22,LAL,NBA,,4,,3,6,,,5,10
1961-62,23,LAL,NBA,,8,,7,,,,,18
1962-63,24,LAL,NBA,,3,,3,,,,,9
Career,,,,,8,,7,,,,,18
