Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,23,SEA,NBA,PF,1,0,9:00,0,2,0,0,0,NA,0,0,NA,2,2,0,0,0,0,3,0
1993-94,24,SEA,NBA,PF,1,1,22:00,3,11,0.273,0,0,NA,0,0,NA,6,12,4,0,3,6,4,6
1994-95,25,SEA,NBA,PF,1,1,23:00,4,6,0.667,0,0,NA,5,6,0.833,0,2,2,1,0,4,5,13
1995-96,26,SEA,NBA,PF,1,1,22:00,6,12,0.5,0,2,0,1,2,0.5,2,4,1,0,1,3,4,13
1996-97,27,SEA,NBA,PF,1,1,19:00,4,7,0.571,1,2,0.5,1,2,0.5,1,4,1,1,0,1,1,10
1997-98,28,CLE,NBA,PF,1,1,25:00,5,10,0.5,0,1,0,2,2,1,2,11,2,4,0,4,2,12
Career,NA,,NBA,,6,5,120,22,48,0.458,1,5,0.2,9,12,0.75,13,35,10,6,4,18,19,54
