Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,23,PHW,NBA,PF,68,1568,11.2,0.399,0.222,NA,NA,NA,NA,NA,-0.5,1.4,0.9,0.028
1954-55,24,PHW,NBA,C,61,766,9.4,0.431,0.264,NA,NA,NA,NA,NA,0.1,0.8,0.9,0.057
1955-56,25,PHW,NBA,PF,70,1097,7.7,0.422,0.336,NA,NA,NA,NA,NA,0,0.9,0.8,0.036
1956-57,26,PHW,NBA,PF,65,1250,9.8,0.445,0.243,NA,NA,NA,NA,NA,0.8,0.8,1.6,0.06
1957-58,27,TOT,NBA,PF,61,663,8,0.412,0.336,NA,NA,NA,NA,NA,-0.1,0.6,0.6,0.041
1957-58,27,PHW,NBA,PF,35,376,5.2,0.373,0.186,NA,NA,NA,NA,NA,-0.4,0.4,0,0.002
1957-58,27,STL,NBA,PF,26,287,11.7,0.452,0.504,NA,NA,NA,NA,NA,0.3,0.3,0.6,0.092
Career,NA,,NBA,,325,5344,9.5,0.421,0.272,NA,NA,NA,NA,NA,0.3,4.5,4.8,0.043
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHW,NBA,,299,5057,9.4,0.419,0.255,NA,NA,NA,NA,NA,0,4.2,4.2,0.04
1 season,NA,STL,NBA,,26,287,11.7,0.452,0.504,NA,NA,NA,NA,NA,0.3,0.3,0.6,0.092
