Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,23,PHW,NBA,PF,68,NA,1568,167,455,0.367,65,101,0.644,435,58,207,399
1954-55,24,PHW,NBA,C,61,NA,766,70,182,0.385,35,48,0.729,206,36,100,175
1955-56,25,PHW,NBA,PF,70,NA,1097,123,333,0.369,77,112,0.688,276,56,230,323
1956-57,26,PHW,NBA,PF,65,NA,1250,178,437,0.407,74,106,0.698,306,52,235,430
1957-58,27,TOT,NBA,PF,61,NA,663,85,244,0.348,61,82,0.744,174,29,143,231
1957-58,27,PHW,NBA,PF,35,NA,376,44,129,0.341,16,24,0.667,88,18,81,104
1957-58,27,STL,NBA,PF,26,NA,287,41,115,0.357,45,58,0.776,86,11,62,127
Career,NA,,NBA,,325,NA,5344,623,1651,0.377,312,449,0.695,1397,231,915,1558
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHW,NBA,,299,NA,5057,582,1536,0.379,267,391,0.683,1311,220,853,1431
1 season,NA,STL,NBA,,26,NA,287,41,115,0.357,45,58,0.776,86,11,62,127
