,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,22,PHI,NBA,SF,67,1169,,13%,81%,6%,,-5.4,-3.1,14,18,71,4,41,1,57,8,14
2007-08,23,PHI,NBA,SF,70,1039,,11%,69%,20%,,+1.3,+1.6,11,8,49,7,38,2,68,9,11
2008-09,24,MIN,NBA,SG,67,1199,,65%,35%,,,-5.3,+0.4,18,14,56,2,30,4,58,5,13
2009-10,25,PHI,NBA,SG,68,857,4%,50%,43%,3%,,-6.0,-1.7,9,3,47,3,29,1,81,6,7
2010-11,26,TOT,NBA,SF,27,336,,14%,71%,16%,,-11.4,-11.8,5,7,22,2,13,1,25,3,4
2010-11,26,GSW,NBA,SF,25,331,,14%,71%,15%,,-11.0,-9.0,5,7,22,2,13,1,25,3,4
2010-11,26,MEM,NBA,SF,2,5,,,44%,56%,,-50.0,-52.5,0,0,0,0,0,0,0,0,0
Career,,,NBA,,299,4600,1%,33%,58%,8%,,-4.4,-1.5,57,50,245,18,151,9,289,31,49
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHI,NBA,,205,3065,1%,23%,66%,10%,,-3.3,-1.1,34,29,167,14,108,4,206,23,32
1 season,,MIN,NBA,,67,1199,,65%,35%,,,-5.3,+0.4,18,14,56,2,30,4,58,5,13
1 season,,GSW,NBA,,25,331,,14%,71%,15%,,-11.0,-9.0,5,7,22,2,13,1,25,3,4
1 season,,MEM,NBA,,2,5,,,44%,56%,,-50.0,-52.5,0,0,0,0,0,0,0,0,0
