Season,Team,Lg,Salary
1999-00,Dallas Mavericks,NBA,"$47,647"
2000-01,Dallas Mavericks,NBA,"$1,100,000"
2001-02,Dallas Mavericks,NBA,"$1,200,000"
2002-03,Philadelphia 76ers,NBA,"$2,400,000"
2003-04,Philadelphia 76ers,NBA,"$2,640,000"
2004-05,Philadelphia 76ers,NBA,"$1,777,778"
2004-05,Denver Nuggets,NBA,"$870,046"
2005-06,Philadelphia 76ers,NBA,"$1,925,926"
2005-06,Denver Nuggets,NBA,"$1,670,000"
2006-07,Dallas Mavericks,NBA,"$3,240,741"
2006-07,Philadelphia 76ers,NBA,"$1,941,333"
2007-08,Minnesota Timberwolves,NBA,"$3,750,000"
2007-08,Philadelphia 76ers,NBA,"$2,080,000"
2008-09,Memphis Grizzlies,NBA,"$4,010,005"
2009-10,Dallas Mavericks,NBA,"$1,000,000"
Career,(may be incomplete),,"$29,653,476"
