Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,22,SYR,NBA,NA,60,NA,NA,0.365,0.33,NA,NA,NA,NA,NA,-0.3,1.6,1.2,NA
1950-51,23,TOT,NBA,NA,34,NA,NA,0.346,0.362,NA,NA,NA,NA,NA,-0.5,0.5,0,NA
1950-51,23,BLB,NBA,NA,16,NA,NA,0.306,0.388,NA,NA,NA,NA,NA,-0.5,0.2,-0.3,NA
1950-51,23,TRI,NBA,NA,18,NA,NA,0.378,0.341,NA,NA,NA,NA,NA,0,0.3,0.3,NA
1952-53,25,FTW,NBA,NA,8,65,-6.9,0.206,0.25,NA,NA,NA,NA,NA,-0.4,0,-0.4,-0.265
Career,NA,,NBA,NA,102,65,-6.9,0.353,0.335,NA,NA,NA,NA,NA,-1.3,2.2,0.9,-0.265
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SYR,NBA,NA,60,NA,NA,0.365,0.33,NA,NA,NA,NA,NA,-0.3,1.6,1.2,NA
1 season,NA,TRI,NBA,NA,18,NA,NA,0.378,0.341,NA,NA,NA,NA,NA,0,0.3,0.3,NA
1 season,NA,BLB,NBA,NA,16,NA,NA,0.306,0.388,NA,NA,NA,NA,NA,-0.5,0.2,-0.3,NA
1 season,NA,FTW,NBA,NA,8,65,-6.9,0.206,0.25,NA,NA,NA,NA,NA,-0.4,0,-0.4,-0.265
