Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Ray Corley,,1.2,0,-0.4
Doug Christie,78.2,1.4,0.1,-0.3
Chris Whitney,76.0,1.3,-0.2,-0.3
Bryce Drew,74.6,1.3,-0.1,-0.4
Bernie Williams,72.7,1.1,0.1,-0.3
Nick Jones,71.1,1.3,0.2,-0.2
Nate Wolters,67.6,1.2,-0.1,-0.2
Charles Smith,65.8,1.1,0,-0.2
Greg Grant,63.6,1.4,0,-0.1
Tony Dumas,63.1,1.6,0,-0.3
Scott Skiles,62.0,1.3,0.3,-0.2
