Season,Team,Lg,Salary
1999-00,Los Angeles Lakers,NBA,"$790,440"
2000-01,Los Angeles Lakers,NBA,"$849,720"
2001-02,Los Angeles Lakers,NBA,"$834,250"
2002-03,Los Angeles Lakers,NBA,"$4,546,000"
2003-04,Los Angeles Lakers,NBA,"$4,546,000"
2004-05,Los Angeles Lakers,NBA,"$4,546,000"
2005-06,Los Angeles Lakers,NBA,"$5,000,600"
2006-07,Dallas Mavericks,NBA,"$1,974,259"
2007-08,Dallas Mavericks,NBA,"$2,369,111"
2008-09,Dallas Mavericks,NBA,"$1,600,000"
2009-10,Golden State Warriors,NBA,"$1,600,000"
Career,(may be incomplete),,"$28,656,380"
