Season,Team,Lg,Salary
1994-95,Milwaukee Bucks,NBA,"$620,000"
1995-96,Vancouver Grizzlies,NBA,"$1,328,000"
1996-97,Vancouver Grizzlies,NBA,"$992,000"
1997-98,Vancouver Grizzlies,NBA,"$1,178,000"
Career,(may be incomplete),,"$4,118,000"
