,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,30,LAL,NBA,PF,79,1587,.387,16.3,.589,.192,.097,.126,.174,.411,.415,.644,.378,.354,.227,.346,.484,.029,11,.852,.250,.359,2,0
2001-02,31,LAL,NBA,PF,81,2140,.398,16.5,.559,.204,.070,.091,.193,.441,.416,.564,.250,.476,.292,.374,.626,.046,20,.947,.369,.387,0,0
2002-03,32,LAL,NBA,PF,80,2343,.387,14.1,.628,.279,.097,.122,.130,.372,.445,.602,.304,.345,.306,.288,.579,.078,34,.941,.271,.208,0,0
2003-04,33,SAS,NBA,PF,81,1290,.405,13.3,.690,.299,.118,.121,.152,.310,.417,.606,.244,.310,.264,.380,.710,.075,22,.927,.139,.600,0,0
2004-05,34,SAS,NBA,PF,75,1396,.419,14.2,.632,.240,.149,.112,.131,.368,.447,.656,.429,.310,.204,.370,.736,.072,21,.922,.261,.417,0,0
2005-06,35,SAS,NBA,PF,63,1182,.384,17.0,.507,.178,.106,.079,.144,.493,.399,.558,.290,.522,.214,.368,.576,.034,8,.906,.285,.390,1,0
2006-07,36,SAS,NBA,PF,68,1124,.359,18.5,.406,.163,.048,.044,.151,.594,.392,.585,.417,.545,.132,.336,.700,.020,3,.880,.342,.353,0,0
2007-08,37,SAS,NBA,PF,45,583,.319,18.1,.412,.185,.025,.042,.160,.588,.408,.364,.000,.800,.421,.257,.800,.034,2,1.000,.400,.214,0,0
Career,,,NBA,,572,11645,.389,15.6,.576,.225,.096,.100,.155,.424,.423,.596,.326,.387,.254,.344,.632,.052,121,.916,.291,.351,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SAS,NBA,,332,5575,.388,15.7,.560,.223,.103,.089,.145,.440,.419,.592,.336,.390,.229,.350,.698,.052,56,.915,.281,.374,1,0
3 seasons,,LAL,NBA,,240,6070,.391,15.6,.593,.228,.087,.112,.165,.407,.427,.600,.313,.385,.276,.338,.568,.052,65,.917,.302,.327,2,0
