,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2008-09,22,TOT,NBA,26:48,5,8,2,3,5,6,5,8,3,4,5,4,3,1,3,5,12,11.7
2008-09,22,HOU,NBA,26:48,5,8,2,3,5,6,5,8,3,4,5,4,3,1,3,5,12,11.7
2013-14,27,TOR,NBA,44:02,11,19,6,9,5,15,12,14,3,6,9,8,3,0,5,6,36,29.1
2014-15,28,TOR,NBA,37:45,8,22,3,10,6,12,3,4,4,6,8,7,4,0,6,6,21,12.5
2015-16,29,TOR,NBA,46:53,14,27,6,12,10,22,10,11,3,9,10,10,4,1,6,6,36,32.2
2016-17,30,TOR,NBA,44:07,8,17,2,8,6,10,8,9,1,5,5,11,3,1,4,5,22,18.8
2017-18,31,TOR,NBA,41:11,9,15,5,8,6,9,6,7,1,7,7,12,3,0,5,5,27,23.1
2018-19,32,TOR,NBA,43:22,10,17,7,9,7,11,10,10,3,7,8,10,4,2,6,6,30,25.5
Career,,,,46:53,14,27,7,12,10,22,12,14,4,9,10,12,4,2,6,6,36,32.2
6 Seasons,,TOR,NBA,46:53,14,27,7,12,10,22,12,14,4,9,10,12,4,2,6,6,36,32.2
1 Season,,HOU,NBA,26:48,5,8,2,3,5,6,5,8,3,4,5,4,3,1,3,5,12,11.7
