Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1991-92,22,CHH,NBA,PF,82,77,3047,9.5,19.5,0.49,0.1,0.3,0.227,9.5,19.2,0.494,5.3,6.3,0.829,5,8.9,13.9,4.5,1.3,0.8,2.5,3.5,24.4,NA,116,110
1992-93,23,CHH,NBA,PF,82,82,3323,10.5,20,0.526,0.3,1,0.254,10.2,18.9,0.54,4.8,6.3,0.767,4,8.4,12.5,5.1,0.8,0.4,3.3,2.7,26.1,NA,115,110
1993-94,24,CHH,NBA,PF,51,51,1757,9.7,18.8,0.515,0.1,0.6,0.238,9.6,18.2,0.524,3.8,5.5,0.695,4,8.5,12.5,5.2,0.8,0.4,3.2,3.7,23.4,NA,110,109
1994-95,25,CHH,NBA,PF,81,81,3234,9.5,19.8,0.48,1.3,3.4,0.386,8.2,16.4,0.5,4.5,5.8,0.774,3.1,6.4,9.5,6,1.3,0.5,3.4,2.8,24.8,NA,111,108
1995-96,26,CHH,NBA,PF,81,81,3274,9.3,19.6,0.476,1.1,2.9,0.366,8.3,16.7,0.495,6.8,9,0.757,4,6.9,10.9,5.7,0.9,0.7,2.9,2.8,26.6,NA,118,113
1996-97,27,NYK,NBA,SF,76,76,2613,7.6,14.9,0.512,0.7,2.1,0.324,6.9,12.8,0.543,3.9,5.6,0.693,3.3,4.6,8,3.5,1.3,0.7,2.8,5.1,19.8,NA,113,104
1997-98,28,NYK,NBA,SF,70,70,2412,9.7,19.9,0.485,0.3,1.4,0.238,9.3,18.5,0.504,4.8,6.4,0.756,3.9,5.1,9,3.4,0.9,0.3,2.9,4.4,24.5,NA,109,104
1998-99,29,NYK,NBA,PF,49,48,1639,7.1,15.4,0.459,1.1,3.1,0.359,6,12.3,0.484,4.5,5.5,0.817,3.1,6.5,9.6,4,1.1,0.3,3,5,19.8,NA,109,100
1999-00,30,NYK,NBA,PF,70,68,2281,6.7,15.4,0.433,1.4,4.1,0.333,5.3,11.3,0.469,3,3.9,0.766,2.1,6.9,9,4.1,1,0.2,2.2,4.8,17.7,NA,105,103
2000-01,31,NYK,NBA,PF,65,65,2105,6.5,15.7,0.411,1.3,4.3,0.313,5.1,11.4,0.448,2.7,3.4,0.797,2.4,7.2,9.5,3.3,1,0.8,2.6,5.5,17,NA,99,99
Career,NA,,NBA,,707,699,25685,8.9,18.3,0.484,0.7,2.2,0.332,8.1,16.1,0.505,4.6,6,0.766,3.6,7.1,10.7,4.6,1,0.5,2.9,3.8,23,NA,112,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHH,NBA,,377,372,14635,9.7,19.6,0.496,0.6,1.7,0.347,9.1,17.9,0.511,5.2,6.7,0.771,4,7.8,11.9,5.3,1,0.6,3,3,25.2,NA,115,110
5 seasons,NA,NYK,NBA,,330,327,11050,7.6,16.3,0.464,0.9,2.9,0.32,6.6,13.4,0.495,3.8,5,0.756,3,6,8.9,3.7,1.1,0.5,2.7,4.9,19.9,NA,107,102
