Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,23,CHH,NBA,PF,1,1,16:00,2,6,0.333,0,0,NA,0,0,NA,3,4,0,0,0,0,1,4
1994-95,25,CHH,NBA,PF,1,0,20:00,2,3,0.667,1,1,1,2,2,1,1,4,2,0,0,1,0,7
Career,NA,,NBA,,2,1,36,4,9,0.444,1,1,1,2,2,1,4,8,2,0,0,1,1,11
