Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1970-71,24,SEA,NBA,,5,NA,13.6,1.8,5,0.36,3.2,4.4,0.727,1.8,1.8,2.2,6.8
1971-72,25,SEA,NBA,PG,26,NA,7,1.3,2.5,0.5,1,1.3,0.788,0.4,1,0.8,3.5
Career,NA,,NBA,,31,NA,8,1.4,2.9,0.462,1.4,1.8,0.764,0.6,1.1,1,4.1
