,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1975-76,22,BOS,NBA,,4,,,,,,3,5,,,,,,,,,9,
1976-77,23,BOS,NBA,,9,,,,,,7,10,,,,,,,,,22,
1977-78,24,BOS,NBA,,10,,,,,,8,9,,,,,,,,,22,
1978-79,25,DEN,NBA,,10,18,,,,,10,15,9,12,16,11,3,4,7,6,22,25.0
1979-80,26,TOT,NBA,,10,,2,,,,8,9,,,,,,,,,25,
1979-80,26,DEN,NBA,,8,,1,,,,8,9,,,,,,,,,24,
1979-80,26,UTA,NBA,,10,,2,,,,8,9,,,,,,,,,25,
1983-84,30,UTA,NBA,,6,7,1,1,6,7,4,4,4,5,9,4,1,0,2,6,15,13.4
Career,,,,,10,,,,,,10,15,,,,,,,,,25,
3 Seasons,,BOS,NBA,,10,,,,,,8,10,,,,,,,,,22,
2 Seasons,,UTA,NBA,,10,,2,,,,8,9,,,,,,,,,25,
2 Seasons,,DEN,NBA,,10,,,,,,10,15,,,,,,,,,24,
