Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1985-86,22,LAL,NBA,PF,9,0,106,4.1,7.7,0.529,0,0,NA,4.1,7.7,0.529,1.8,4.1,0.444,1.4,5.9,7.2,0,0.5,1.4,1.8,5.9,10,NA,94,110
1986-87,23,LAL,NBA,PF,18,18,505,6.7,12.3,0.546,0,0,NA,6.7,12.3,0.546,6.1,8.2,0.747,5.1,8.3,13.4,1,0.9,0.8,1.6,4.4,19.6,NA,130,109
1987-88,24,LAL,NBA,PF,24,18,726,6.6,12.1,0.544,0,0,NA,6.6,12.1,0.544,3.9,5.2,0.753,4.1,8.4,12.5,1.4,0.8,0.9,1.9,4.4,17.1,NA,121,111
1988-89,25,LAL,NBA,PF,15,15,502,4.7,11.4,0.412,0,0.3,0,4.7,11.1,0.423,5.8,7.6,0.763,3.8,9.9,13.7,1.8,1.6,0.6,2.3,3.7,15.2,NA,109,108
1989-90,26,LAL,NBA,PF,9,9,252,8.3,16,0.519,0,0,NA,8.3,16,0.519,4.9,6.5,0.75,6.9,9.5,16.4,1.8,1,0.8,2.8,4.5,21.4,NA,117,109
1990-91,27,LAL,NBA,PF,19,1,400,5.3,12.7,0.423,0.5,1,0.5,4.8,11.6,0.416,5,7,0.704,6,7.3,13.3,1.2,1.6,0.4,2.5,4.8,16.2,NA,109,110
1991-92,28,LAL,NBA,PF,4,4,153,5.5,13.4,0.41,0,0,NA,5.5,13.4,0.41,6.5,7.9,0.826,5.1,7.2,12.4,2.4,2.4,0,1.7,3.4,17.5,NA,114,114
1992-93,29,LAL,NBA,PF,5,5,220,4.3,9.9,0.429,0,1.2,0,4.3,8.7,0.486,3.1,5,0.619,6.1,11.1,17.3,3.1,1.7,0.7,2.1,3.3,11.6,NA,107,105
1993-94,30,PHO,NBA,PF,10,2,350,5.8,11.9,0.482,1,2.4,0.412,4.8,9.5,0.5,5.5,8.9,0.613,4.2,7.9,12.1,1.9,1.4,0.3,1,3.2,18,NA,125,112
1994-95,31,PHO,NBA,SF,10,10,368,5.1,11,0.462,0.1,1.7,0.083,4.9,9.3,0.53,7.7,8.9,0.873,5.3,11.5,16.9,1.8,0.8,0.3,1.4,3.1,18,NA,135,113
1995-96,32,PHO,NBA,SF,4,4,87,3.7,10.4,0.353,0,1.8,0,3.7,8.5,0.429,4.3,4.9,0.875,3.7,7.3,11,1.2,0.6,0,1.2,4.3,11.6,NA,107,123
1999-00,36,LAL,NBA,PF,23,23,429,4.6,11.2,0.411,0,0,NA,4.6,11.2,0.411,2,2.9,0.696,5.3,6.6,11.9,1.6,1.7,0.4,1.1,5.5,11.2,NA,109,108
2000-01,37,MIA,NBA,PF,3,0,21,2.6,7.7,0.333,0,0,NA,2.6,7.7,0.333,2.6,2.6,1,2.6,7.7,10.2,5.1,2.6,0,2.6,10.2,7.7,NA,92,109
Career,NA,,NBA,,153,109,4119,5.6,11.9,0.475,0.1,0.6,0.25,5.5,11.3,0.487,4.9,6.6,0.739,4.8,8.6,13.4,1.6,1.2,0.6,1.8,4.2,16.3,NA,118,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,LAL,NBA,,126,93,3293,5.8,12,0.479,0.1,0.2,0.25,5.7,11.8,0.484,4.5,6.2,0.734,4.9,8.4,13.3,1.5,1.3,0.7,2,4.4,16.1,NA,116,109
3 seasons,NA,PHO,NBA,,24,16,805,5.2,11.3,0.461,0.5,2,0.25,4.7,9.3,0.507,6.4,8.5,0.752,4.7,9.5,14.1,1.8,1.1,0.3,1.2,3.2,17.3,NA,128,114
1 season,NA,MIA,NBA,,3,0,21,2.6,7.7,0.333,0,0,NA,2.6,7.7,0.333,2.6,2.6,1,2.6,7.7,10.2,5.1,2.6,0,2.6,10.2,7.7,NA,92,109
