Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,22,LAL,NBA,PF,9,0,11.8,1,1.9,0.529,0,0,NA,1,1.9,0.529,0.529,0.4,1,0.444,0.3,1.4,1.8,0,0.1,0.3,0.4,1.4,2.4
1986-87,23,LAL,NBA,PF,18,18,28.1,3.9,7.2,0.546,0,0,NA,3.9,7.2,0.546,0.546,3.6,4.8,0.747,3,4.9,7.9,0.6,0.5,0.4,0.9,2.6,11.5
1987-88,24,LAL,NBA,PF,24,18,30.3,3.8,7,0.544,0,0,NA,3.8,7,0.544,0.544,2.3,3,0.753,2.4,4.9,7.3,0.8,0.5,0.5,1.1,2.5,10
1988-89,25,LAL,NBA,PF,15,15,33.5,3.1,7.6,0.412,0,0.2,0,3.1,7.4,0.423,0.412,3.9,5.1,0.763,2.5,6.6,9.1,1.2,1.1,0.4,1.5,2.5,10.1
1989-90,26,LAL,NBA,PF,9,9,28,4.6,8.8,0.519,0,0,NA,4.6,8.8,0.519,0.519,2.7,3.6,0.75,3.8,5.2,9,1,0.6,0.4,1.6,2.4,11.8
1990-91,27,LAL,NBA,PF,19,1,21.1,2.2,5.1,0.423,0.2,0.4,0.5,1.9,4.7,0.416,0.443,2,2.8,0.704,2.4,2.9,5.4,0.5,0.6,0.2,1,1.9,6.5
1991-92,28,LAL,NBA,PF,4,4,38.3,4,9.8,0.41,0,0,NA,4,9.8,0.41,0.41,4.8,5.8,0.826,3.8,5.3,9,1.8,1.8,0,1.3,2.5,12.8
1992-93,29,LAL,NBA,PF,5,5,44,3.6,8.4,0.429,0,1,0,3.6,7.4,0.486,0.429,2.6,4.2,0.619,5.2,9.4,14.6,2.6,1.4,0.6,1.8,2.8,9.8
1993-94,30,PHO,NBA,PF,10,2,35,4,8.3,0.482,0.7,1.7,0.412,3.3,6.6,0.5,0.524,3.8,6.2,0.613,2.9,5.5,8.4,1.3,1,0.2,0.7,2.2,12.5
1994-95,31,PHO,NBA,SF,10,10,36.8,3.6,7.8,0.462,0.1,1.2,0.083,3.5,6.6,0.53,0.468,5.5,6.3,0.873,3.8,8.2,12,1.3,0.6,0.2,1,2.2,12.8
1995-96,32,PHO,NBA,SF,4,4,21.8,1.5,4.3,0.353,0,0.8,0,1.5,3.5,0.429,0.353,1.8,2,0.875,1.5,3,4.5,0.5,0.3,0,0.5,1.8,4.8
1999-00,36,LAL,NBA,PF,23,23,18.7,1.6,3.9,0.411,0,0,NA,1.6,3.9,0.411,0.411,0.7,1,0.696,1.9,2.3,4.2,0.6,0.6,0.1,0.4,1.9,3.9
2000-01,37,MIA,NBA,PF,3,0,7,0.3,1,0.333,0,0,NA,0.3,1,0.333,0.333,0.3,0.3,1,0.3,1,1.3,0.7,0.3,0,0.3,1.3,1
Career,NA,,NBA,,153,109,26.9,3,6.3,0.475,0.1,0.3,0.25,2.9,5.9,0.487,0.481,2.6,3.5,0.739,2.5,4.5,7.1,0.8,0.7,0.3,1,2.2,8.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,LAL,NBA,,126,93,26.1,3,6.2,0.479,0,0.1,0.25,2.9,6,0.484,0.481,2.3,3.2,0.734,2.5,4.3,6.8,0.8,0.7,0.3,1,2.3,8.3
3 seasons,NA,PHO,NBA,,24,16,33.5,3.4,7.4,0.461,0.3,1.3,0.25,3.1,6.1,0.507,0.483,4.2,5.5,0.752,3,6.2,9.3,1.2,0.7,0.2,0.8,2.1,11.3
1 season,NA,MIA,NBA,,3,0,7,0.3,1,0.333,0,0,NA,0.3,1,0.333,0.333,0.3,0.3,1,0.3,1,1.3,0.7,0.3,0,0.3,1.3,1
