Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Danuel House,,2.3,0.6,0
J.J. Barea,92.6,2.2,0.5,0.1
Bob Hansen,88.7,2.5,0.7,-0.1
Malik Sealy,85.4,2.1,0.6,0.2
Pat Connaughton,85.3,2.5,0.6,-0.2
Matt Carroll,85.0,2.6,0.7,0
Jerry Eaves,84.7,2,0.7,0
Mark Davis,84.4,2.3,0.2,-0.1
Johnny McCarthy,84.2,2.6,0.5,-0.1
Dick O'Keefe,84.2,2.1,0.5,-0.1
Travis Mays,83.3,2.1,0.3,0
