,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1978-79,22,GSW,NBA,,5,7,2,3,0,1,1,1,1,0,1,2,10,6.2
Career,,,,,5,7,2,3,0,1,1,1,1,0,1,2,10,6.2
